"ID";"target";"eta_df";"multiplic";"shift";"epsilon_df";"meanshift";"strength";"F_id";"N";"pvSet_1";"pvSet_2";"pvSet_3";"pvSet_4";"pvSet_5";"pvSet_6";"pvSet_7";"pvSet_8";"pvSet_9";"pvSet_10";"pvSet_11";"pvSet_12";"pvSet_13";"pvSet_14";"pvSet_15";"pvSet_16";"pvSet_17";"pvSet_18";"pvSet_19";"pvSet_20";"pvSet_21";"pvSet_22";"pvSet_23";"pvSet_24";"pvSet_25";"pvSet_26";"pvSet_27";"pvSet_28";"pvSet_29";"pvSet_30";"pvSet_31"
"z-709345";"Z_1";"3";"product";"TRUE";"2";"0.2";"2";"2";"200";"0.2441";"0.565";"0.4762";"0.4388";"0.583";"0.4125";"0.216";"0.225";"0.5568";"0.6463";"0.5714";"0.4666";"0.4742";"0.626";"0.4574";"0.4446";"0.16";"0.2739";"0.2059";"0.5471";"0.3964";"0.6398";"0.8259";"0.4423";"0.4917";"0.3222";"0.2718";"0.2336";"0.3857";"0.4172";"0.2121"
"z-305889";"Z_6";"2";"product";"FALSE";"100";"0.5";"0";"2";"200";"3,00E-04";"0";"0.0172";"0.0303";"0.0856";"0";"1,00E-04";"0.0678";"0.2031";"0.0093";"0.0034";"0.0841";"0.0105";"0.0751";"0.5832";"0";"0.003";"0.0564";"0.0116";"0.0739";"0.724";"0.0071";"0.1139";"0.6448";"0.3261";"0.0079";"0.1088";"0.437";"0.3298";"0.3392";"0.4117"
"m-162861";"Z_6";"10";"sum";"TRUE";"100";"0.2";"0.5";"3";"200";"1.411";"10.119";"0.809";"0.9434";"15.224";"10.723";"0.8994";"0.5584";"14.462";"0.7693";"11.493";"13.346";"0.6961";"0.1523";"0.3059";"0.9593";"0.9949";"0.7316";"0.9252";"0.1554";"0.1162";"0.896";"0.1768";"0.4016";"0.636";"0.9012";"0.1687";"0.4263";"0.514";"0.8034";"0.6529"
"b-323903";"Z_2";"50";"sum";"TRUE";"20";"0.5";"0.5";"3";"200";"0.363";"11.385";"0.6933";"0.8227";"0.9624";"15.901";"0.1165";"0.4622";"0.3263";"11.359";"11.769";"1.124";"0.6938";"0.9524";"0.9708";"11.682";"15.088";"0.8348";"0.1307";"0.2377";"0.2535";"11.843";"11.427";"11.519";"0.9798";"1.213";"0.9058";"0.9058";"0.2346";"11.571";"0.8966"
"y-592280";"Z_2";"5";"product";"TRUE";"2";"1";"0";"4";"200";"10.261";"0.6415";"10.802";"11.526";"11.912";"0.6389";"10.975";"11.763";"12.006";"0.6581";"0.8593";"0.7445";"1.159";"11.979";"13.304";"0.6127";"0.8102";"0.6898";"11.731";"12.014";"1.344";"0.802";"0.752";"0.9052";"13.046";"0.8036";"0.6947";"0.9031";"11.111";"0.7355";"0.6543"
"x-979927";"Z_2";"3";"sum";"TRUE";"3";"10";"0";"2";"200";"0.3233";"0.6796";"0.3675";"0.3856";"0.4491";"10.127";"0.5088";"0.3029";"0.4057";"0.6694";"0.7086";"0.8978";"0.388";"0.4636";"0.4469";"0.9795";"0.9538";"11.887";"0.4468";"0.3901";"0.2769";"0.6889";"0.9015";"10.306";"0.52";"0.9177";"10.715";"11.449";"0.2413";"1.066";"11.042"
"g-997418";"Z_5";"3";"product";"FALSE";"100";"0.5";"1";"3";"200";"10.805";"0.9902";"11.428";"10.483";"17.537";"0.943";"11.154";"10.394";"17.501";"10.034";"1.051";"15.851";"10.479";"19.911";"0.7472";"0.8852";"10.403";"17.578";"10.343";"19.766";"12.995";"10.503";"19.359";"15.152";"0.9883";"0.9383";"19.578";"18.915";"15.586";"19.055";"18.762"
"v-953515";"Z_6";"3";"product";"TRUE";"50";"10";"5";"1";"200";"0.0022";"0.0021";"0.003";"0.0025";"0.0027";"0.0227";"0.0032";"0.0016";"0.0026";"0.0029";"0.0033";"2,00E-04";"0.0158";"0.0227";"0.0206";"0.0029";"0.0052";"0.0112";"0.0206";"0.0015";"0.008";"0.0027";"0.018";"0.0067";"0.0072";"0.0024";"0.0024";"0.0054";"0.0059";"0.0055";"0.0055"
"k-152508";"Z_5";"5";"sum";"TRUE";"10";"5";"0.2";"2";"200";"0.5427";"0.5472";"0.5331";"0.3237";"0.3839";"0.5449";"0.5251";"0.3142";"0.4076";"0.5302";"0.3114";"0.3105";"0.316";"0.0742";"0.0388";"0.5306";"0.3139";"0.1734";"0.3167";"0.2164";"0.0484";"0.3199";"0.1726";"0.0394";"0.0342";"0.3234";"0.1463";"0.0239";"0.0355";"0.0235";"0.0203"
"g-773836";"Z_3";"5";"product";"TRUE";"3";"0.2";"1";"2";"200";"0.643";"0.3757";"10.277";"0.9346";"0.2682";"17.441";"1.039";"0.6184";"0.5707";"0.3298";"0.4063";"0.2757";"0.8304";"0.3028";"0.1206";"0.502";"18.287";"0.4321";"10.821";"0.6508";"0.3763";"0.3179";"0.4708";"0.1833";"0.1546";"0.4564";"0.3555";"0.4985";"0.083";"0.5968";"0.5537"
"o-980615";"Z_3";"5";"product";"FALSE";"100";"5";"0.5";"1";"200";"0.1232";"0.0013";"0";"0.1881";"0.0068";"0.3682";"0";"0.1847";"0.005";"1,00E-04";"0.0016";"0.7486";"0.0168";"1,00E-04";"0.0013";"2,00E-04";"0.7767";"0.701";"0.0257";"1,00E-04";"6,00E-04";"0.0264";"0.0015";"0.4036";"0.0358";"0.1214";"0.0039";"0.5461";"0.0331";"0.1331";"0.2202"
"y-715049";"Z_3";"3";"sum";"TRUE";"5";"2";"0.5";"2";"200";"12.516";"14.578";"1.401";"13.545";"16.889";"17.794";"14.912";"1.411";"0.6842";"18.175";"15.359";"0.4886";"16.673";"12.731";"19.713";"19.857";"1.749";"0.9892";"16.694";"0.4593";"11.653";"19.329";"0.4165";"19.062";"17.896";"19.993";"10.302";"13.243";"11.271";"1.072";"0.7448"
"q-615744";"Z_4";"5";"product";"FALSE";"3";"0.1";"0.2";"1";"200";"0.008";"0.0059";"18.282";"0.0355";"0.7718";"0.0074";"17.893";"0.0401";"0.6896";"17.157";"0.0254";"0.7017";"17.479";"0.7059";"0.8355";"17.248";"0.0333";"0.6915";"17.804";"0.6967";"0.7522";"17.855";"0.7232";"0.7499";"0.7732";"17.953";"0.727";"0.7397";"0.7568";"0.7952";"0.7998"
"j-174643";"Z_2";"20";"product";"FALSE";"10";"0.5";"0.5";"3";"200";"0.1782";"0.1962";"0.1255";"0.1585";"0.1088";"0.0186";"0.192";"0.1998";"0.2465";"0.0993";"0.108";"0.2363";"0.0403";"0.0892";"0.0493";"0.0112";"0.0259";"0.0189";"0.2078";"0.2334";"0.2291";"0.0457";"0.0948";"0.1255";"0.0477";"0.0123";"0.012";"0.0238";"0.1929";"0.0396";"0.0096"
"z-637629";"Z_5";"50";"sum";"FALSE";"3";"5";"0.1";"3";"200";"1.095";"10.512";"0.7304";"0.8564";"0.9999";"10.245";"0.7223";"0.8472";"0.9809";"0.6944";"0.829";"10.266";"0.3357";"1.065";"11.118";"0.6412";"0.829";"0.9893";"0.3357";"10.583";"10.821";"0.3378";"11.057";"11.138";"0.829";"0.3166";"10.869";"10.811";"0.7721";"0.8426";"0.7427"
"q-480516";"Z_3";"50";"product";"TRUE";"2";"10";"0.5";"4";"200";"0.3772";"0.3542";"0.4853";"0.4177";"0.4463";"0.2853";"0.4678";"0.2706";"0.3424";"0.3895";"0.2321";"0.3462";"0.4739";"0.4563";"0.3223";"0.3003";"0.1339";"0.2662";"0.3462";"0.4312";"0.2365";"0.2878";"0.376";"0.1784";"0.3804";"0.127";"0.2975";"0.1137";"0.3053";"0.2295";"0.1157"
"d-191664";"Z_5";"5";"product";"TRUE";"2";"0.2";"5";"2";"200";"0.7727";"0.4175";"0.7727";"0.7916";"0.8784";"0.5291";"0.7358";"0.7916";"0.8862";"0.3058";"0.6214";"0.3658";"0.718";"0.9967";"0.791";"0.4466";"0.7594";"0.4365";"0.7251";"0.9563";"0.8014";"0.3727";"0.3132";"0.426";"0.631";"0.5098";"0.4658";"0.5496";"0.6596";"0.3242";"0.4192"
"n-123618";"Z_2";"3";"product";"TRUE";"5";"0.1";"0.5";"1";"200";"0.4981";"0.3269";"0.6957";"11.081";"0.4946";"0.4623";"0.4118";"0.3215";"0.9526";"0.3379";"0.2813";"0.3216";"0.6567";"0.5023";"0.4723";"0.3365";"0.4018";"0.3992";"0.2108";"11.619";"0.0444";"0.3379";"0.3324";"0.3009";"0.5178";"0.3152";"0.1581";"0.5297";"0.1266";"0.391";"0.1435"
"g-188389";"Z_3";"3";"sum";"TRUE";"100";"0.2";"0";"1";"200";"0.1132";"0.1005";"13.781";"0.062";"15.653";"0.167";"1.391";"0.0688";"0.5326";"13.803";"0.0987";"11.869";"12.468";"15.335";"17.594";"13.275";"0.1291";"0.4109";"13.016";"15.057";"18.271";"Jan 23";"17.511";"19.135";"16.774";"12.571";"14.222";"0.733";"1.435";"18.495";"14.483"
"m-936813";"Z_1";"5";"sum";"TRUE";"20";"2";"0.1";"3";"500";"16.836";"0.9191";"0.454";"0.5704";"0.5808";"0.8481";"1.729";"16.247";"14.267";"0.894";"0.9939";"10.342";"0.5373";"0.461";"0.6663";"0.8547";"0.9316";"0.8179";"17.396";"15.106";"13.277";"0.9618";"0.961";"0.9784";"0.6146";"0.946";"0.8672";"0.9824";"13.442";"0.9612";"0.9418"
"z-400888";"Z_6";"3";"product";"FALSE";"3";"10";"0.1";"1";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,00E-04";"0";"0";"0";"0";"0";"2,00E-04";"0";"0";"1,00E-04";"0";"0";"0.5941";"2,00E-04";"0";"0";"0.643";"0.6329";"0.6668"
"l-308743";"Z_5";"20";"product";"TRUE";"5";"5";"10";"3";"500";"0.4298";"0.3902";"0.4048";"0.4247";"0.4616";"0.4048";"0.4247";"0.4298";"0.4638";"0.395";"0.4097";"0.4569";"0.4298";"0.488";"0.492";"0.4247";"0.4147";"0.4589";"0.4446";"0.4876";"0.4911";"0.4197";"0.4882";"0.5003";"0.5093";"0.4402";"0.4881";"0.4919";"0.5089";"0.5091";"0.5098"
"y-702060";"Z_1";"10";"product";"FALSE";"3";"0";"0.1";"3";"500";"0.2317";"0.0837";"0.1795";"0.5241";"0.1323";"0.0517";"0.172";"0.2408";"0.1751";"0.0869";"0.0816";"0.1292";"0.1812";"0.1241";"0.1417";"0.0522";"0.0226";"0.0617";"0.1858";"0.1538";"0.1618";"0.084";"0.1303";"0.127";"0.1525";"0.0228";"0.0579";"0.0295";"0.1553";"0.139";"0.0294"
"n-719225";"Z_2";"100";"sum";"FALSE";"10";"0";"10";"2";"500";"16.425";"0";"0";"0";"0";"0.1641";"11.867";"17.099";"14.393";"0";"0";"0";"0";"0";"0";"0.1803";"0.1743";"0.1641";"12.388";"13.071";"14.139";"0";"0";"0";"0";"0.1906";"0.1816";"0.1717";"13.405";"0";"0.1913"
"m-884011";"Z_1";"3";"product";"FALSE";"100";"10";"0";"4";"500";"0.9141";"0.9368";"0.9686";"0.9612";"0.8089";"0.7994";"0.9086";"0.8672";"0.7495";"0.9285";"0.9252";"0.7134";"0.966";"0.8097";"0.8054";"0.8058";"0.7539";"0.6541";"0.8744";"0.7346";"0.7056";"0.9236";"0.7172";"0.7102";"0.8069";"0.7669";"0.6569";"0.6128";"0.6979";"0.7133";"0.606"
"i-142839";"Z_4";"10";"product";"FALSE";"10";"10";"2";"1";"500";"0";"0";"0.0174";"0";"0";"0";"0.0183";"0";"0";"0.0162";"0";"0";"0.0272";"2,00E-04";"0";"0.0152";"0";"0";"0.0274";"2,00E-04";"0";"0.0257";"1,00E-04";"0";"0";"0.0229";"1,00E-04";"0";"0";"0";"0"
"a-357339";"Z_6";"100";"sum";"TRUE";"10";"0.5";"2";"4";"500";"0.0929";"0.0366";"0.056";"0.125";"0.0473";"0.0653";"0.0975";"0.1691";"0.0846";"0.0405";"0.0803";"0.034";"0.1356";"0.0492";"0.1144";"0.0722";"0.1047";"0.0605";"0.1818";"0.0883";"0.1578";"0.0932";"0.0361";"0.0797";"0.1273";"0.1185";"0.0654";"0.101";"0.1713";"0.0898";"0.1154"
"h-163734";"Z_1";"100";"product";"FALSE";"5";"0.2";"5";"1";"500";"0.335";"0.3204";"0.2628";"0.1098";"0.1929";"0.1921";"19.168";"0.7962";"0.002";"0.2045";"0.279";"0.3818";"0.2249";"0.2786";"0.2166";"0.5247";"0.6803";"0.2059";"19.362";"1.454";"0.5258";"0.1807";"0.2752";"0.4664";"0.349";"0.1785";"0.5261";"0.648";"0.9257";"0.3295";"0.3174"
"b-682212";"Z_2";"3";"sum";"FALSE";"100";"5";"10";"3";"500";"0.3685";"0.8297";"3,00E-04";"0";"0.0079";"0.0475";"0.2774";"0.3971";"0.2082";"0.89";"0.8008";"0.8348";"3,00E-04";"0.0675";"0.0063";"0.0607";"0.0596";"0.0542";"0.3016";"0.2592";"0.1713";"0.8594";"0.8967";"0.8259";"0.0627";"0.0718";"0.0676";"0.0618";"0.2332";"0.8967";"0.0719"
"a-359763";"Z_1";"10";"product";"TRUE";"20";"0.1";"5";"4";"500";"0.0011";"8,00E-04";"0.0394";"0.0015";"0.001";"7,00E-04";"0.0402";"0.0011";"8,00E-04";"0.0322";"9,00E-04";"6,00E-04";"0.0374";"0.0346";"0.001";"0.0297";"7,00E-04";"5,00E-04";"0.0373";"0.0359";"8,00E-04";"0.0325";"0.0012";"7,00E-04";"0.033";"0.0295";"0.026";"5,00E-04";"0.0335";"0.0278";"0.0259"
"x-338553";"Z_2";"10";"sum";"FALSE";"10";"1";"0.5";"4";"500";"11.165";"0.1918";"0.4609";"0.3129";"0.1521";"0.7958";"13.196";"11.302";"0.7936";"0.256";"0.2159";"0.1401";"0.496";"0.2309";"0.1752";"0.8134";"0.6829";"0.6851";"1.328";"0.8556";"0.7955";"0.2773";"0.1671";"0.1627";"0.2553";"0.6911";"0.6657";"0.6008";"0.8567";"0.1865";"0.5942"
"c-980689";"Z_4";"2";"sum";"FALSE";"2";"1";"2";"2";"500";"0.2925";"0.39";"0.0416";"0.1947";"0.2543";"0.3501";"0.0395";"0.2905";"0.1882";"0.0431";"0.3933";"0.3848";"0.0422";"0.1061";"0.2849";"0.0392";"0.3436";"0.2224";"0.0399";"0.1103";"0.222";"0.0436";"0.1096";"0.4372";"0.1151";"0.0396";"0.1085";"0.2869";"0.1223";"0.1192";"0.1183"
"x-316163";"Z_6";"2";"product";"TRUE";"10";"0.2";"2";"1";"500";"0.0638";"0.4809";"0.0981";"0.0355";"0.2878";"0.5403";"0.1015";"0.0234";"0.1831";"0.0957";"0.02";"11.665";"0.0013";"14.744";"0.2104";"0.1213";"0.0709";"0.1017";"0.0021";"14.753";"0.1302";"0.0014";"1.455";"0.329";"0.4711";"0.0028";"15.716";"0.2971";"0.4786";"0.4788";"0.5145"
"n-515902";"Z_3";"5";"sum";"FALSE";"2";"1";"1";"4";"500";"15.343";"13.054";"14.712";"14.386";"1.386";"14.353";"17.037";"16.447";"15.714";"14.146";"13.706";"13.414";"15.527";"14.834";"14.635";"16.089";"15.487";"14.875";"18.031";"17.302";"16.752";"14.842";"14.387";"14.125";"15.709";"17.184";"16.474";"15.971";"18.213";"1.515";"17.522"
"w-732311";"Z_5";"2";"product";"TRUE";"10";"5";"0.1";"4";"500";"0.915";"10.438";"0.8464";"14.332";"0.3164";"10.586";"0.8473";"14.222";"0.3151";"10.525";"15.912";"0.4053";"13.746";"0.2773";"0.564";"10.571";"15.838";"0.4033";"13.569";"0.2763";"0.5482";"15.782";"0.3902";"0.6867";"0.4988";"15.617";"0.3892";"0.683";"0.4879";"0.6228";"0.6097"
"h-904423";"Z_6";"2";"product";"TRUE";"5";"1";"1";"4";"500";"0.164";"0.1585";"0.0527";"0.1535";"0.1085";"0.1771";"0.0679";"0.1803";"0.1267";"0.0593";"0.1667";"0.12";"0.0587";"0.037";"0.1196";"0.0761";"0.1988";"0.1332";"0.0752";"0.0489";"0.1454";"0.0636";"0.0416";"0.1309";"0.0429";"0.0807";"0.0542";"0.1564";"0.0553";"0.0469";"0.0609"
"d-439390";"Z_2";"20";"product";"FALSE";"2";"0.2";"5";"3";"500";"12.337";"0";"0";"0";"0";"10.923";"12.612";"11.391";"10.904";"0";"0";"0";"0";"0";"0";"10.058";"11.534";"01. Nov";"11.603";"10.738";"10.612";"0";"0";"0";"0";"10.734";"10.921";"10.739";"10.421";"0";"10.534"
"n-111554";"Z_5";"20";"product";"TRUE";"100";"0.1";"0.2";"2";"500";"14.613";"1.403";"14.649";"14.716";"13.343";"14.151";"14.741";"14.954";"13.799";"14.298";"1.442";"12.931";"15.553";"0.7795";"11.278";"14.221";"14.482";"13.148";"15.629";"0.7922";"11.881";"15.268";"0.7888";"12.481";"Jan 22";"15.135";"0.8206";"13.598";"12.367";"1.222";"12.487"
"i-918595";"Z_3";"10";"sum";"FALSE";"3";"0.2";"5";"1";"500";"0";"0";"0";"0";"0";"10.115";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.6478";"0.4728";"0.187";"0";"0";"0";"0";"0";"0";"0";"0.7046";"0.4076";"0.0842";"0";"0";"0.4421"
"s-693729";"Z_5";"100";"product";"FALSE";"50";"1";"1";"2";"500";"0.7681";"0.7584";"0.7828";"0.7511";"0.7592";"0.7588";"0.7836";"0.7493";"0.7828";"0.7667";"0.7344";"0.7102";"0.7827";"0.4786";"0.76";"0.7729";"0.7348";"0.7472";"0.7842";"0.4763";"0.7802";"0.7706";"0.5061";"0.7017";"0.4793";"0.7773";"0.4975";"0.737";"0.4834";"0.5082";"0.5006"
"u-397455";"Z_5";"10";"product";"TRUE";"100";"5";"0.2";"4";"500";"0.3302";"0.2821";"0.4784";"0.3855";"0.3669";"0.2388";"0.3983";"0.3149";"0.2915";"0.3392";"0.2604";"0.2422";"0.4547";"0.3767";"0.3335";"0.308";"0.226";"0.2054";"0.3817";"0.3432";"0.2711";"0.3159";"0.287";"0.2317";"0.359";"0.2782";"0.2518";"0.2087";"0.3085";"0.259";"0.2292"
"s-944498";"Z_3";"5";"product";"FALSE";"20";"10";"0.1";"3";"500";"0.0033";"0.0058";"3,00E-04";"0.0021";"8,00E-04";"0.8735";"0.0431";"0.0076";"0.0171";"2,00E-04";"0.0101";"7,00E-04";"0.0286";"0.0018";"0";"0.1612";"0.8728";"0.0063";"0.1049";"0.0036";"1,00E-04";"0.0285";"0.0018";"0";"0.0011";"0.1469";"0.0126";"0.0014";"0.0015";"8,00E-04";"0.0071"
"n-155359";"Z_2";"100";"product";"FALSE";"100";"2";"5";"3";"500";"0.5346";"0";"0";"0";"0";"11.367";"17.188";"0.5374";"16.418";"0";"0";"0";"0";"0";"0";"10.851";"11.363";"15.012";"17.229";"17.612";"14.732";"0";"1,00E-04";"0";"0";"1.093";"13.435";"15.377";"14.742";"1,00E-04";"13.528"
"j-580564";"Z_6";"3";"product";"FALSE";"10";"0";"0";"1";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.0125";"0.374";"0";"0";"0";"0";"0.0097";"0.515";"0";"0.0707";"0.6813";"Jan 14";"0";"0.0108";"15.068";"12.376";"13.996";"18.229"
"h-553375";"Z_4";"3";"product";"TRUE";"3";"10";"0.5";"2";"500";"0.5377";"0.5698";"11.067";"0.5799";"0.3105";"0.5532";"1.112";"0.5247";"0.4832";"10.525";"0.5861";"0.5004";"10.463";"0.9445";"0.3885";"10.441";"0.5436";"0.4298";"1.054";"0.9545";"0.1195";"0.9908";"0.7629";"0.3336";"0.4979";"0.9858";"0.7766";"0.1451";"0.4765";"0.4306";"0.3812"
"t-378375";"Z_2";"3";"product";"FALSE";"3";"2";"0.1";"4";"500";"0.1668";"0.0133";"0";"0";"0";"0.2574";"0.2019";"0.2517";"0.1406";"0";"0.0139";"0.0158";"0";"0";"0";"0.2977";"0.3679";"0.2185";"0.3056";"0.1753";"0.2202";"1,00E-04";"0";"0.0155";"0";"0.4093";"0.2402";"0.3253";"0.2405";"1,00E-04";"0.0156"
"e-436037";"Z_3";"5";"product";"TRUE";"3";"10";"0.5";"3";"500";"0.1473";"0";"0.0307";"0";"0";"17.006";"13.416";"0.3682";"0.056";"3,00E-04";"0";"0.0116";"0.0296";"0.0017";"0";"12.505";"17.684";"0.0759";"11.891";"0.2163";"0.0454";"3,00E-04";"0.3086";"5,00E-04";"2,00E-04";"13.522";"0.222";"0.0437";"0.1348";"0.0355";"0.1104"
"a-435078";"Z_6";"5";"product";"FALSE";"2";"0.5";"0.2";"1";"500";"0";"0";"1,00E-04";"4,00E-04";"0";"0";"0";"0.1986";"0";"2,00E-04";"6,00E-04";"0";"0.9673";"0.0121";"0.0295";"1,00E-04";"0.2359";"0";"0.9955";"0.0122";"16.511";"10.605";"0.014";"0.0445";"0.2269";"10.752";"0.0147";"18.033";"0.1531";"0.1242";"0.0464"
"v-581489";"Z_1";"5";"product";"TRUE";"3";"0.5";"5";"3";"500";"0.0172";"0.1591";"0.1779";"0.1625";"0.1289";"0.0359";"0.0221";"0.0147";"0.0253";"0.1804";"0.1536";"0.1694";"0.1886";"0.14";"0.1074";"0.0458";"0.0312";"0.0363";"0.0184";"0.0292";"0.0289";"0.1724";"0.181";"0.1456";"0.1027";"0.0391";"0.0466";"0.0318";"0.0305";"0.1366";"0.0409"
"c-379427";"Z_4";"10";"sum";"TRUE";"50";"0.2";"0.2";"1";"500";"0.1056";"0.0619";"0.4214";"0.1282";"0.0826";"0.1116";"0.4068";"0.1021";"0.0603";"0.7449";"0.0604";"0.0441";"0.4067";"0.0799";"0.0433";"0.5388";"0.1145";"0.0455";"0.395";"0.062";"0.0474";"0.74";"0.0858";"0.0531";"0.0398";"0.5507";"0.0491";"0.0442";"0.043";"0.0466";"0.034"
"o-159964";"Z_6";"2";"product";"FALSE";"50";"0.5";"0.5";"1";"500";"0.7483";"0.6932";"0.8335";"0.7725";"0.8524";"0.7113";"0.8351";"0.731";"0.8325";"0.8435";"0.6748";"0.7804";"0.8943";"1.098";"0.5538";"0.8538";"0.6803";"0.8325";"0.8609";"10.731";"0.5727";"0.9427";"10.979";"0.4203";"0.6221";"0.8741";"1.096";"0.54";"0.6913";"0.6694";"0.6913"
"r-444529";"Z_4";"10";"product";"TRUE";"10";"0.1";"0";"1";"500";"12.612";"0.4004";"11.509";"11.829";"16.802";"0.8063";"12.502";"11.762";"17.051";"12.393";"0.3419";"17.285";"01. Mrz";"15.194";"0.1552";"12.285";"0.6824";"16.151";"11.103";"15.179";"0.1377";"1.088";"15.057";"0.1037";"0.1189";"10.745";"15.274";"0.1046";"0.1044";"0.0938";"0.0954"
"s-285839";"Z_5";"20";"product";"TRUE";"100";"1";"5";"2";"500";"0.3195";"0.2655";"0.4146";"0.3269";"0.3787";"0.2604";"0.4165";"0.3238";"0.3774";"0.2567";"0.2987";"0.5454";"0.3426";"0.3119";"0.3911";"0.2348";"0.2925";"0.5731";"0.3508";"0.3663";"0.3867";"0.2914";"0.5012";"0.4121";"0.2798";"0.2703";"0.3606";"0.4472";"0.2886";"0.3546";"0.2848"
"z-643384";"Z_5";"5";"sum";"TRUE";"100";"0";"0";"2";"500";"0.7422";"0.7658";"0.7896";"0.8877";"0.5662";"0.7517";"0.7414";"0.8587";"0.579";"0.7789";"0.8781";"0.624";"0.8745";"0.542";"0.4714";"0.7474";"0.862";"0.6326";"0.8272";"0.4827";"0.4812";"0.8678";"0.5352";"0.5005";"0.3289";"0.8268";"0.5319";"0.514";"0.3099";"0.3106";"0.3085"
"d-860724";"Z_4";"3";"sum";"TRUE";"3";"0.2";"0";"2";"500";"0.4223";"0.3837";"14.729";"0.4284";"12.195";"0.5748";"14.473";"0.4989";"12.271";"13.098";"0.4285";"11.364";"13.384";"0.8609";"11.665";"13.745";"0.6146";"0.8738";"13.462";"0.86";"11.927";"12.121";"0.6917";"0.991";"0.9206";"12.933";"0.7152";"0.7392";"0.9232";"0.7349";"0.8211"
"o-373659";"Z_1";"5";"product";"TRUE";"20";"0";"10";"2";"500";"0.0367";"0.1912";"0.2601";"0.2108";"0.2141";"0.0254";"0.035";"0.0344";"0.037";"0.1919";"0.2274";"0.2262";"0.2605";"0.2102";"0.2099";"0.0256";"0.0242";"0.0194";"0.0642";"0.0353";"0.0368";"0.2275";"0.2682";"0.2424";"0.2069";"0.0247";"0.0198";"0.0247";"0.0623";"0.2423";"0.0247"
"l-920528";"Z_5";"5";"product";"TRUE";"100";"5";"0";"2";"500";"0.0524";"0.0633";"0.0597";"0.0515";"0.0963";"0.0553";"0.0537";"0.0509";"0.0748";"0.0663";"0.0611";"0.1475";"0.0537";"0.2938";"0.1506";"0.055";"0.054";"0.1012";"0.05";"0.2869";"0.1167";"0.0611";"0.3154";"0.2696";"0.5629";"0.0524";"0.2938";"0.1814";"0.5103";"0.6354";"0.5725"
"g-200322";"Z_4";"10";"sum";"FALSE";"100";"2";"2";"2";"500";"13.049";"10.829";"0.9818";"12.432";"0.1913";"13.259";"12.952";"14.293";"0.1105";"12.189";"11.618";"0.086";"0.6741";"0.5103";"0.0543";"14.638";"14.639";"0.1048";"0.9754";"0.825";"0.0498";"10.174";"0.4662";"0.0288";"0.0916";"13.138";"0.6981";"0.0442";"0.2381";"0.1344";"0.2114"
"z-160277";"Z_4";"3";"product";"TRUE";"2";"1";"10";"3";"500";"0";"0";"0.3551";"0";"0";"0";"0.3551";"0";"0";"0.3909";"0";"0";"0.3414";"0.6802";"0";"0.452";"0";"0";"0.3466";"0.4762";"0";"0.3895";"0.8236";"0";"10.497";"0.4526";"0.6483";"0";"11.057";"11.491";"12.768"
"b-202975";"Z_6";"5";"product";"TRUE";"100";"0.5";"10";"3";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.3345";"0.0621";"0";"0";"0";"0";"0.5991";"0.0586";"0";"0.3212";"0.0674";"0.2419";"0";"0.5478";"0.0363";"0.2241";"0.2842";"0.27"
"i-375670";"Z_5";"2";"sum";"FALSE";"100";"0.2";"10";"2";"500";"12.218";"12.385";"1.412";"12.506";"1.319";"1.332";"14.284";"12.366";"13.044";"0.918";"12.219";"11.694";"13.957";"11.783";"13.367";"1.066";"12.952";"12.292";"13.977";"11.765";"13.227";"0.9285";"0.8586";"11.151";"11.359";"10.693";"0.9091";"12.255";"11.289";"0.8501";"0.9255"
"e-607248";"Z_4";"10";"product";"TRUE";"5";"0.2";"10";"3";"500";"0";"0";"17.126";"0";"0";"0";"17.016";"0";"0";"1.759";"0";"0";"17.479";"10.487";"0";"17.435";"0";"0";"17.477";"10.442";"0";"17.768";"10.777";"0";"10.496";"17.695";"10.627";"0";"10.543";"10.811";"10.876"
"i-736342";"Z_1";"2";"product";"FALSE";"50";"5";"0";"2";"500";"0.1668";"0.025";"0.5505";"0.4811";"0.1827";"6,00E-04";"0.1982";"0.1717";"0.1692";"0.0219";"0.0266";"0.0231";"0.5646";"0.1256";"0.1248";"6,00E-04";"7,00E-04";"8,00E-04";"0.207";"0.1915";"0.2685";"0.0234";"0.0212";"0.0229";"0.0588";"6,00E-04";"6,00E-04";"8,00E-04";"0.1145";"0.0216";"6,00E-04"
"x-198036";"Z_2";"20";"product";"FALSE";"100";"0.2";"2";"3";"500";"0.313";"0.0103";"0.0082";"0.0492";"0.0129";"0.3606";"0.3162";"0.605";"0.4527";"0.0071";"0.0387";"0.0107";"0.0383";"0.0081";"0.0483";"0.3525";"0.3859";"0.3891";"0.6219";"0.4454";"0.9925";"0.0297";"0.0069";"0.0403";"0.0357";"0.3759";"0.3567";"0.4251";"0.9084";"0.0306";"0.3718"
