"ID";"target";"eta_df";"multiplic";"shift";"epsilon_df";"meanshift";"strength";"F_id";"N";"pvSet_1";"pvSet_2";"pvSet_3";"pvSet_4";"pvSet_5";"pvSet_6";"pvSet_7";"pvSet_8";"pvSet_9";"pvSet_10";"pvSet_11";"pvSet_12";"pvSet_13";"pvSet_14";"pvSet_15";"pvSet_16";"pvSet_17";"pvSet_18";"pvSet_19";"pvSet_20";"pvSet_21";"pvSet_22";"pvSet_23";"pvSet_24";"pvSet_25";"pvSet_26";"pvSet_27";"pvSet_28";"pvSet_29";"pvSet_30";"pvSet_31"
"t-237145";"Z_1";"100";"product";"FALSE";"3";"1";"0.2";"1";"500";"0.3502";"0.4296";"11.582";"0.5929";"10.002";"14.521";"10.764";"0.3235";"12.148";"0.4316";"0.4977";"0.515";"11.713";"0.982";"10.221";"11.941";"13.399";"13.167";"0.9536";"12.458";"1.486";"0.5574";"0.5183";"0.5363";"10.579";"12.193";"13.399";"13.244";"15.212";"0.5835";"12.524"
"z-142432";"Z_2";"3";"sum";"TRUE";"3";"5";"0.5";"1";"500";"0.0584";"0";"0";"0";"0";"0";"4,00E-04";"0.0697";"1,00E-04";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,00E-04";"2,00E-04";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"x-575319";"Z_3";"5";"sum";"TRUE";"20";"10";"5";"2";"500";"0.0778";"0";"0";"0";"0.0302";"0.3455";"0.0761";"0.0724";"0.0525";"0";"0";"0.2029";"0";"0.0496";"0.0139";"0.6362";"0.3154";"0.3262";"0.0677";"0.1204";"0.0237";"0";"0.1324";"0.054";"0.0365";"0.5863";"0.2648";"0.1521";"0.0477";"0.0593";"0.0953"
"x-612126";"Z_6";"50";"sum";"TRUE";"100";"0.2";"0.5";"4";"500";"11.479";"1.204";"14.817";"17.079";"Jan 42";"10.897";"11.594";"14.447";"13.346";"12.175";"1.544";"11.992";"17.014";"13.928";"16.665";"1.103";"16.425";"10.689";"14.018";"13.009";"15.131";"1.476";"12.156";"15.552";"16.207";"16.305";"10.855";"16.581";"14.748";"1.499";"16.395"
"s-287547";"Z_1";"5";"product";"TRUE";"20";"10";"10";"1";"500";"6,00E-04";"17.752";"16.494";"16.389";"16.338";"0";"0";"5,00E-04";"0";"17.436";"17.823";"18.101";"16.513";"16.731";"1.661";"0";"0";"0";"0";"0";"0";"18.252";"18.878";"18.821";"16.088";"0";"0";"0";"0";"18.334";"0"
"e-984163";"Z_5";"10";"product";"FALSE";"5";"0.1";"1";"3";"500";"0.5419";"0.5688";"0.5506";"0.5639";"0.1192";"0.5813";"0.5356";"0.5422";"0.1039";"0.5245";"0.5686";"0.1028";"0.5452";"9,00E-04";"0.001";"0.5341";"0.5897";"0.0792";"0.5306";"9,00E-04";"0.001";"0.5185";"9,00E-04";"0.0016";"2,00E-04";"0.525";"0.0012";"0.0015";"2,00E-04";"3,00E-04";"5,00E-04"
"s-433910";"Z_1";"2";"product";"FALSE";"2";"1";"0.1";"2";"500";"0.5929";"0.6515";"0.9057";"0.911";"0.8215";"0.2868";"0.5925";"0.5886";"0.3503";"0.655";"0.6511";"0.6509";"0.905";"0.6975";"0.598";"0.2841";"0.2809";"0.2802";"0.5901";"0.1816";"0.2018";"0.6546";"0.656";"0.6507";"0.4018";"0.2763";"0.2656";"0.2744";"0.08";"0.6554";"0.2487"
"q-460179";"Z_2";"50";"product";"TRUE";"50";"0";"1";"3";"500";"0.4064";"0.2877";"0.5881";"0.6431";"0.4672";"0.2831";"0.4959";"0.4645";"0.6175";"0.4833";"0.2628";"0.3196";"0.6911";"0.613";"0.3477";"0.3786";"0.2869";"0.3095";"0.4156";"0.7023";"0.5223";"0.5066";"0.5205";"0.3054";"0.5743";"0.3834";"0.2869";"0.2976";"0.6946";"0.5324";"0.2877"
"k-755452";"Z_6";"10";"sum";"TRUE";"5";"0";"0.1";"4";"500";"1.253";"11.044";"0.8986";"12.263";"12.395";"12.063";"10.148";"13.052";"13.819";"0.9199";"12.428";"12.129";"11.997";"10.032";"1.303";"1.044";"12.701";"13.839";"14.683";"12.328";"12.575";"11.932";"1.009";"13.137";"12.684";"14.505";"1.253";"12.285";"1.383";"1.269";"13.676"
"y-907575";"Z_2";"20";"sum";"FALSE";"50";"0.1";"10";"4";"500";"11.342";"0.6391";"11.029";"0.9633";"15.939";"0.624";"11.254";"0.9855";"15.822";"0.5917";"0.5203";"10.875";"0.9497";"15.825";"15.868";"0.587";"0.5062";"0.8004";"0.9721";"15.705";"14.926";"0.467";"10.065";"10.537";"15.793";"0.4639";"0.8156";"0.8777";"14.589";"10.724";"0.8889"
"y-102161";"Z_5";"10";"product";"FALSE";"2";"1";"10";"1";"500";"12.739";"12.316";"1.181";"11.947";"0.1504";"11.843";"12.166";"11.859";"0.1624";"12.755";"12.471";"0.1471";"11.802";"0.005";"0.0023";"14.088";"12.335";"0.1772";"12.256";"0.0078";"0.0042";"12.766";"0.0108";"0.0033";"0.001";"14.275";"0.0192";"0.0057";"0.002";"0.0018";"0.0049"
"l-103869";"Z_2";"2";"sum";"TRUE";"3";"10";"0.5";"1";"500";"16.433";"0";"0";"0";"0";"0.0084";"0.071";"16.417";"0.3815";"0";"0";"0";"0";"0";"0";"0.0091";"0.0071";"0.0104";"0.0749";"0.0474";"0.1389";"0";"0";"0";"0";"0.0079";"0.0108";"0.0086";"0.0856";"0";"0.0104"
"x-456402";"Z_5";"20";"product";"TRUE";"50";"0.5";"0.1";"2";"500";"0.3091";"0.3185";"0.3185";"0.3369";"0.4502";"0.3232";"0.3261";"0.3389";"0.4341";"0.3232";"0.3459";"0.4553";"0.3339";"0.3469";"0.3349";"0.3223";"0.352";"0.4553";"0.3449";"0.3409";"0.3252";"0.3562";"0.3625";"0.3349";"0.2699";"0.3593";"0.3699";"0.3635";"0.2577";"0.2699";"0.2842"
"o-908438";"Z_3";"20";"sum";"TRUE";"20";"0.2";"0";"2";"500";"0.5445";"11.463";"0.5145";"0.3222";"0.9247";"1.013";"0.7921";"0.6041";"0.7734";"15.145";"12.282";"16.455";"0.5398";"0.9401";"12.282";"13.808";"11.726";"14.622";"0.839";"0.5725";"16.663";"15.099";"16.609";"1.736";"16.483";"14.412";"10.038";"19.971";"11.081";"17.477";"13.802"
"w-986228";"Z_2";"100";"product";"FALSE";"50";"1";"0.5";"1";"500";"0.1262";"0.0032";"0.1686";"0.0919";"0.0057";"0.4184";"0.0096";"0.1309";"0.1877";"0.0024";"0.0015";"0.0025";"0.1517";"0.03";"0.0101";"0.3762";"0.4611";"0.4324";"0.0293";"0.2193";"0.0073";"0.0015";"0.0043";"0.0015";"0.0369";"0.4881";"0.3757";"0.561";"0.0118";"0.0022";"0.5853"
"k-476130";"Z_1";"5";"product";"TRUE";"3";"0.2";"2";"4";"500";"13.153";"15.848";"13.984";"13.574";"14.645";"14.228";"1.234";"11.337";"15.457";"14.959";"14.587";"13.743";"11.532";"16.655";"15.424";"13.463";"1.239";"16.185";"10.085";"15.822";"13.183";"12.646";"16.685";"16.503";"13.323";"10.861";"17.249";"13.926";"1.255";"14.677";"13.611"
"d-445399";"Z_3";"5";"product";"FALSE";"50";"0.5";"0.5";"3";"500";"0.048";"13.762";"0.0175";"17.015";"6,00E-04";"14.067";"0.8766";"0.2371";"0.6244";"0.6895";"16.094";"0.014";"0.0167";"1,00E-04";"2,00E-04";"0.8105";"16.558";"0.4786";"0.7292";"0.1201";"0.2808";"0.6948";"0.0145";"0.017";"1,00E-04";"0.736";"0.2934";"0.2433";"0.0627";"0.0101";"0.21"
"k-723475";"Z_4";"50";"sum";"FALSE";"50";"0";"2";"1";"500";"0";"0";"0.594";"0";"0";"0";"0.6351";"0";"0";"0.4918";"0";"0";"0.5965";"0.0432";"0";"0.4995";"0";"0";"0.6448";"0.0465";"0";"0.4892";"0.0241";"0";"0.0301";"0.4986";"0.0205";"0";"0.0326";"0.0173";"0.0141"
"z-606966";"Z_3";"50";"sum";"TRUE";"5";"0.1";"1";"4";"500";"0.018";"9,00E-04";"0.0094";"0.0098";"0.0078";"0.0028";"0.0192";"0.016";"0.018";"0.001";"0.0012";"9,00E-04";"0.0106";"0.0096";"0.0096";"0.0027";"0.0035";"0.0028";"0.0157";"0.0198";"0.0159";"0.0013";"0.001";"0.0012";"0.0106";"0.0035";"0.0027";"0.0034";"0.016";"0.0013";"0.0036"
"h-401756";"Z_4";"10";"sum";"TRUE";"20";"0.5";"0.5";"4";"500";"0.8429";"0.5731";"0.5122";"0.5143";"0.7471";"0.8675";"0.7913";"0.7983";"0.9906";"0.5199";"0.5277";"0.7374";"0.4735";"0.7423";"0.6792";"0.8011";"0.8311";"0.9792";"0.7516";"0.9879";"0.9235";"0.4869";"0.7232";"0.672";"0.6722";"0.7766";"0.9688";"0.9131";"0.9232";"0.6583";"0.9075"
"r-240455";"Z_2";"100";"product";"TRUE";"20";"1";"0.1";"3";"500";"0.9687";"0.8276";"0.7668";"0.6204";"10.461";"10.592";"0.8196";"0.9423";"0.3137";"0.996";"0.8276";"0.811";"0.7247";"0.9846";"0.671";"13.025";"0.9558";"11.356";"0.7613";"0.4296";"0.3837";"0.9741";"10.002";"0.7874";"0.8026";"12.137";"1.336";"10.787";"0.5513";"10.101";"1.278"
"i-216510";"Z_6";"2";"sum";"FALSE";"2";"10";"10";"3";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.0096";"0";"10.225";"0";"0";"0";"0.0411";"0";"0.8674";"0";"0";"0.5999";"0.4355";"0.5588";"0";"0.5741";"0.5453";"0.4176";"0.2786";"0.2585"
"c-643458";"Z_5";"20";"product";"FALSE";"100";"1";"1";"2";"500";"0.9128";"0.8683";"0.8769";"12.445";"0.3015";"0.7655";"0.7152";"10.232";"0.2327";"0.596";"0.964";"0.4243";"0.9789";"0.0125";"0.4508";"0.6203";"0.8522";"0.2883";"0.8007";"0.0055";"0.3398";"0.6611";"0.0227";"0.661";"0.0019";"0.6796";"0.0162";"0.4022";"0.0016";"0.0047";"0.0047"
"t-796756";"Z_4";"5";"sum";"TRUE";"50";"0.2";"0.5";"3";"500";"13.261";"16.876";"0.8405";"15.286";"0.6217";"1.102";"0.816";"13.171";"0.5205";"0.8333";"16.934";"0.6174";"0.8592";"0.7854";"1.317";"0.8377";"10.936";"0.3964";"0.8393";"0.8002";"10.801";"0.8486";"0.8002";"13.062";"16.553";"0.8576";"0.7104";"0.9706";"14.988";"16.626";"13.929"
"e-542296";"Z_2";"50";"product";"FALSE";"20";"10";"0.1";"4";"500";"0.0893";"0.0776";"0.2845";"0.2739";"0.3683";"0.0472";"0.0972";"0.0912";"0.1287";"0.0818";"0.0827";"0.0814";"0.3048";"0.3642";"0.3582";"0.05";"0.0479";"0.0627";"0.0953";"0.1338";"0.1246";"0.0852";"0.0832";"0.0864";"0.3546";"0.0526";"0.0634";"0.0668";"0.1271";"0.0894";"0.0668"
"e-134560";"Z_3";"3";"product";"FALSE";"3";"10";"0.2";"4";"500";"10.588";"0.8912";"0.9217";"0.9867";"0.8517";"10.224";"10.537";"11.434";"10.115";"0.9025";"0.8958";"0.7688";"0.9747";"0.8333";"0.8957";"10.534";"11.128";"0.9933";"11.847";"10.423";"11.135";"0.9375";"0.7645";"0.7872";"0.8739";"11.543";"0.9664";"10.709";"11.079";"0.8071";"10.638"
"r-882374";"Z_2";"20";"sum";"FALSE";"20";"10";"0";"2";"500";"0.2831";"0.8096";"0.7345";"0.7011";"0.7187";"0.241";"0.2633";"0.2911";"0.2365";"0.7864";"0.7354";"0.8173";"0.66";"0.7333";"0.6849";"0.232";"0.2642";"0.2502";"0.2752";"0.2046";"0.3334";"0.7055";"0.8231";"0.6656";"0.6576";"0.2508";"0.2371";"0.2476";"0.3385";"0.6906";"0.2452"
"t-876192";"Z_3";"2";"sum";"TRUE";"3";"1";"0";"2";"500";"0.1152";"0.0585";"0.0283";"0.038";"0.4639";"0.2826";"0.0738";"0.0965";"0.9082";"0.0169";"0.0626";"0.166";"0.036";"0.2787";"0.1964";"0.0973";"0.3163";"0.7969";"0.0832";"0.5972";"0.6208";"0.0179";"0.13";"0.0873";"0.2353";"0.1085";"0.2367";"0.8743";"0.5765";"0.0741";"0.5502"
"i-742985";"Z_3";"3";"sum";"FALSE";"100";"0.2";"10";"2";"500";"0";"0.6345";"0";"0";"0";"10.007";"0";"0";"0";"0.1197";"0.6779";"0.7171";"0";"1,00E-04";"0";"0.1444";"10.097";"0.7065";"0";"1,00E-04";"0";"0.1212";"0.2227";"0.7249";"0";"0.1352";"0.2206";"15.826";"0";"0.4885";"0.973"
"f-252884";"Z_1";"5";"product";"TRUE";"5";"10";"10";"1";"500";"0.0014";"0.6027";"0.3288";"0.5555";"0.5709";"0";"0";"0.0014";"0";"0.327";"0.594";"0.5813";"0.3223";"0.3256";"0.5963";"0";"0";"0";"0";"0";"0";"0.3009";"0.3168";"0.5758";"0.2991";"0";"0";"0";"0";"0.3141";"0"
"l-391077";"Z_1";"5";"product";"TRUE";"3";"0.1";"0.1";"4";"500";"12.655";"1.276";"12.079";"12.177";"1.077";"12.907";"11.996";"12.606";"11.215";"12.437";"12.627";"11.191";"11.936";"11.148";"10.538";"12.153";"12.856";"11.467";"11.894";"11.144";"11.028";"12.246";"11.421";"10.942";"1.074";"12.046";"11.317";"11.289";"10.876";"11.048";"11.035"
"m-879154";"Z_4";"5";"sum";"FALSE";"50";"2";"0.2";"2";"500";"0.0013";"0.0029";"0.0823";"0.0025";"0.0034";"0.0013";"0.0541";"0.0011";"0.0016";"0.0788";"0.0024";"0.0036";"0.0848";"0.0874";"0.0027";"0.0538";"0.0011";"0.0016";"0.039";"0.0564";"0.0012";"0.0793";"0.0823";"0.0026";"0.0584";"0.0385";"0.0423";"0.0012";"0.0399";"0.0596";"0.0395"
"n-113666";"Z_4";"20";"sum";"FALSE";"20";"1";"5";"3";"500";"0";"0";"0.1482";"0";"0";"0";"0.1488";"0";"0";"0.1339";"0";"0";"0.1489";"0.7802";"0";"0.1268";"0";"0";"0.1512";"0.7799";"0";"0.1294";"0.7477";"0";"0.8121";"0.1254";"0.75";"0";"0.8297";"0.7801";"0.7745"
"t-248483";"Z_6";"50";"product";"TRUE";"100";"0.5";"0.1";"4";"500";"0.5523";"0.521";"0.4917";"0.3358";"0.7231";"0.558";"0.5256";"0.3313";"0.7526";"0.4832";"0.3106";"0.7233";"0.3396";"0.6843";"0.3985";"0.5171";"0.3055";"0.7546";"0.3373";"0.6826";"0.3964";"0.3068";"0.6351";"0.3679";"0.4136";"0.2978";"0.6674";"0.3595";"0.4042";"0.3666";"0.3507"
"l-840596";"Z_4";"50";"sum";"FALSE";"20";"5";"0.2";"4";"500";"0.2911";"0.3011";"0.0255";"0.292";"0.0337";"0.2952";"0.0242";"0.3011";"0.0323";"0.0391";"0.302";"0.0314";"0.0248";"0.2048";"0.0327";"0.0372";"0.309";"0.0304";"0.0238";"0.2675";"0.0325";"0.0386";"0.2493";"0.0317";"0.1563";"0.0368";"0.3004";"0.0307";"0.1994";"0.2192";"0.2228"
"i-133924";"Z_4";"50";"sum";"FALSE";"50";"0.2";"1";"2";"500";"0.4728";"0.4421";"0.816";"0.4477";"0.1753";"0.4229";"0.8756";"0.44";"0.1772";"0.8235";"0.4094";"0.1572";"0.8924";"0.6175";"0.2004";"0.9173";"0.3895";"0.1546";"0.9601";"0.6386";"0.2006";"0.91";"0.6324";"0.1758";"0.7136";"1.011";"0.6889";"0.1744";"0.7568";"0.7237";"0.7913"
"p-666134";"Z_2";"20";"product";"TRUE";"10";"1";"0.1";"2";"500";"0.6005";"0.69";"0.7318";"0.7354";"0.6998";"0.2945";"0.8138";"0.6311";"0.4445";"0.7065";"0.691";"0.7124";"0.7308";"0.7003";"0.7016";"0.2787";"0.2787";"0.3008";"0.8464";"0.4693";"0.4794";"0.7079";"0.7158";"0.719";"0.7023";"0.2737";"0.2862";"0.295";"0.4857";"0.7207";"0.2914"
"g-253977";"Z_6";"5";"sum";"FALSE";"5";"0.5";"10";"4";"500";"12.353";"11.375";"11.561";"0.7799";"12.612";"12.165";"1.261";"0.8904";"13.628";"11.389";"0.7603";"13.153";"0.8141";"12.441";"10.794";"12.287";"0.8893";"13.319";"0.9535";"13.633";"1.333";"0.8224";"12.842";"11.138";"10.659";"0.9477";"13.339";"1.345";"13.192";"11.068";"13.529"
"m-559194";"Z_5";"3";"sum";"FALSE";"50";"1";"2";"4";"500";"0.2462";"0.3651";"0.3195";"0.3222";"0.3453";"0.2764";"0.2439";"0.2799";"0.2604";"0.3633";"0.388";"0.3752";"0.3263";"0.3452";"0.3403";"0.2746";"0.331";"0.288";"0.2756";"0.2584";"0.2953";"0.3973";"0.376";"0.396";"0.3411";"0.3284";"0.2877";"0.3384";"0.2892";"0.3988";"0.3341"
"x-673298";"Z_5";"3";"sum";"FALSE";"5";"0.5";"0.2";"1";"500";"0.0273";"0.0362";"0.0272";"0.0286";"0.7737";"0.0323";"0.0261";"0.0286";"0.7331";"0.0309";"0.0352";"0.7624";"0.0255";"0.8062";"0.921";"0.0254";"0.0352";"0.6437";"0.0219";"0.8642";"10.266";"0.0283";"0.7965";"11.234";"13.953";"0.0203";"0.7994";"10.814";"13.724";"13.845";"14.254"
"k-967918";"Z_5";"50";"product";"TRUE";"50";"0.5";"2";"1";"500";"0.8921";"0.8772";"0.8731";"0.8393";"0.9507";"0.8988";"0.8876";"0.8357";"0.9171";"0.8659";"0.7665";"0.2477";"0.6343";"0.0012";"7,00E-04";"0.9316";"0.8552";"0.177";"0.7424";"0.0011";"6,00E-04";"0.7359";"6,00E-04";"7,00E-04";"0";"0.7592";"6,00E-04";"0";"0";"0";"0"
"s-569512";"Z_3";"50";"sum";"TRUE";"3";"10";"10";"3";"500";"0";"0.1693";"0";"0";"0";"0.0184";"0";"0";"10.459";"15.278";"0.2048";"0.9481";"0";"0";"0";"0.2884";"0.0232";"0.0734";"0";"0.777";"0.1568";"14.174";"0.8408";"17.792";"0";"0.2657";"0.09";"15.404";"0.1034";"14.116";"0.1069"
"j-659584";"Z_6";"50";"product";"FALSE";"10";"0.2";"0.2";"2";"500";"0";"0";"0.0011";"0";"0";"0";"0.0017";"0";"0";"0.0018";"0";"0";"0.0391";"0.0459";"0";"0.0014";"4,00E-04";"0";"0.0377";"0.0547";"8,00E-04";"0.0412";"0.0377";"2,00E-04";"0.6481";"0.0415";"0.0368";"0.0019";"0.6172";"0.6151";"0.6147"
"h-882231";"Z_1";"20";"sum";"TRUE";"20";"1";"1";"3";"500";"0";"15.324";"18.088";"16.535";"18.274";"0";"2,00E-04";"9,00E-04";"0";"15.698";"15.179";"15.139";"18.319";"18.806";"18.472";"0";"0";"0";"0.0066";"0";"0";"15.528";"15.854";"15.642";"18.491";"1,00E-04";"0";"0";"0";"16.167";"0"
"c-125496";"Z_5";"100";"product";"FALSE";"20";"1";"0.1";"4";"500";"0.5094";"0.6044";"0.5299";"0.8037";"0.5503";"0.513";"0.4485";"0.7569";"0.4938";"0.5769";"0.879";"0.5889";"0.8339";"0.5152";"0.8137";"0.4875";"0.8254";"0.5066";"0.7522";"0.4492";"0.7553";"0.8666";"0.5705";"0.8701";"0.8458";"0.817";"0.4889";"0.8037";"0.7648";"0.8754";"0.8204"
"f-216168";"Z_6";"10";"product";"FALSE";"100";"0";"0.2";"2";"500";"0";"1,00E-04";"0.0469";"2,00E-04";"0.0011";"0.0012";"0.063";"3,00E-04";"7,00E-04";"0.0538";"6,00E-04";"0.0119";"0.1995";"0.5837";"0.0085";"0.1137";"9,00E-04";"0.0061";"0.2246";"0.5828";"0.0079";"0.1938";"0.4739";"0.0147";"0.9132";"0.1839";"0.5613";"0.0103";"0.9105";"0.8857";"0.8365"
"h-520140";"Z_6";"100";"product";"TRUE";"2";"10";"0";"2";"500";"12.547";"0.5525";"0.3403";"13.024";"0.2314";"0.4708";"0.3423";"18.405";"0.478";"0.3584";"11.445";"0.3368";"0.283";"14.517";"0.6495";"0.3584";"16.598";"0.2155";"0.2826";"12.039";"0.9747";"0.292";"14.513";"0.7436";"10.649";"0.2941";"12.264";"0.8888";"10.283";"10.638";"10.331"
"a-868168";"Z_2";"10";"sum";"TRUE";"10";"2";"1";"1";"500";"0.8761";"0";"0";"0";"0";"0";"9,00E-04";"0.8984";"1,00E-04";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.002";"0.0122";"0.0036";"0";"0";"0";"0";"0";"0";"0";"0.0032";"0";"0"
"p-740559";"Z_5";"2";"product";"FALSE";"50";"5";"2";"3";"500";"0.5479";"0.562";"0.6067";"0.538";"0.7943";"0.5684";"0.6021";"0.5329";"0.8133";"0.5892";"0.5384";"0.8891";"0.6057";"1.144";"0.997";"0.5914";"0.5513";"10.026";"0.6017";"11.455";"0.8302";"0.5883";"10.804";"10.826";"0.9718";"0.5906";"11.058";"0.847";"0.8755";"0.893";"0.8526"
"i-934359";"Z_3";"10";"sum";"FALSE";"10";"0.2";"0";"2";"500";"10.633";"0.5951";"0.145";"0.2543";"0.9711";"14.151";"11.369";"11.766";"0.6684";"0.477";"0.9693";"0.1529";"0.494";"0.747";"0.1788";"0.9028";"14.435";"0.0663";"13.673";"0.4542";"0.1366";"0.9652";"0.118";"0.0326";"0.0613";"0.9238";"0.0495";"0.0267";"0.0436";"0.0164";"0.0123"
"p-625224";"Z_5";"100";"product";"TRUE";"3";"1";"2";"4";"500";"0.1673";"0.1847";"0.2063";"0.1801";"0.1809";"0.1546";"0.1873";"0.1454";"0.1608";"0.2083";"0.1661";"0.1752";"0.1973";"0.2";"0.1549";"0.1689";"0.139";"0.1492";"0.1639";"0.1685";"0.1306";"0.1938";"0.1969";"0.1464";"0.1785";"0.1582";"0.1546";"0.1239";"0.1506";"0.1809";"0.1383"
"b-244078";"Z_2";"5";"sum";"TRUE";"10";"5";"2";"4";"500";"15.752";"0.7554";"0.73";"0.7964";"0.9332";"0.8211";"15.697";"15.324";"15.709";"0.7627";"0.7151";"0.8259";"0.7383";"0.8914";"0.802";"0.8382";"0.7803";"0.9245";"15.219";"15.662";"15.297";"0.7166";"0.8253";"0.7974";"0.7352";"0.7915";"0.9344";"0.8939";"15.219";"0.7948";"0.9036"
"q-534836";"Z_3";"100";"product";"TRUE";"20";"0.2";"0.5";"2";"500";"0.8417";"0.0057";"0.0444";"0.0326";"0.0381";"0.5029";"0.7874";"0.757";"0.7124";"0.0081";"0.0063";"0.0114";"0.0361";"0.138";"0.0485";"0.3469";"0.4225";"0.7124";"0.6931";"15.188";"0.9033";"0.0082";"0.0381";"0.0221";"0.1878";"0.3099";"11.984";"10.462";"15.213";"0.0633";"10.343"
"h-597867";"Z_5";"10";"sum";"FALSE";"5";"0";"1";"3";"500";"1.694";"16.121";"1.604";"16.486";"0.2004";"16.967";"16.645";"16.939";"0.223";"15.803";"16.135";"0.182";"15.988";"0.0354";"0.0018";"16.702";"16.968";"0.186";"16.587";"0.0458";"0.003";"15.706";"0.0365";"0.0019";"9,00E-04";"16.637";"0.0444";"0.0026";"0.0013";"9,00E-04";"0.0012"
"y-634978";"Z_4";"100";"product";"TRUE";"3";"5";"0.2";"3";"500";"1,00E-04";"0";"12.564";"0";"0.0203";"0";"11.131";"4,00E-04";"0.0254";"12.263";"0";"0.105";"1.348";"0.0586";"0.0016";"11.717";"0";"0.1405";"12.034";"0.0601";"0.0027";"13.175";"0.0824";"0.0165";"0.0028";"12.394";"0.0557";"0.0111";"0.0059";"0.0167";"0.0086"
"n-495783";"Z_5";"3";"sum";"TRUE";"2";"0.1";"0.1";"3";"2000";"0.6582";"0.6792";"0.6899";"0.7201";"1.0679";"0.6325";"0.6482";"0.6717";"0.9372";"0.6909";"0.7282";"0.9656";"0.7234";"0.8314";"1.0891";"0.5904";"0.6458";"0.8638";"0.6786";"0.847";"1.0912";"0.7299";"0.7891";"1.0712";"1.0555";"0.638";"0.8013";"1.1397";"1.1028";"1.0134";"1.0595"
"z-222956";"Z_5";"100";"product";"TRUE";"10";"0.2";"10";"1";"2000";"0.9132";"0.8658";"0.981";"0.7726";"0.2396";"0.8603";"0.9118";"0.7821";"0.2444";"0.8608";"0.7587";"0.2521";"0.7704";"0";"0";"0.8582";"0.7826";"0.2867";"0.7828";"0";"0";"0.7537";"0";"0";"0";"0.7835";"1e-04";"0";"0";"0";"0"
"g-103555";"Z_6";"2";"sum";"FALSE";"3";"10";"5";"4";"2000";"1.9971";"1.9958";"1.9935";"1.9965";"1.9964";"1.9971";"1.9952";"1.9973";"1.9977";"1.9934";"1.9963";"1.9964";"1.994";"1.9942";"1.9972";"1.9952";"1.9971";"1.9977";"1.995";"1.9959";"1.9979";"1.9935";"1.9941";"1.9969";"1.9949";"1.9946";"1.9959";"1.9978";"1.9959";"1.9944";"1.9955"
"f-871416";"Z_5";"20";"product";"FALSE";"3";"1";"0.5";"2";"2000";"0.272";"0.2133";"0.2726";"0.2022";"0.0116";"0.2827";"0.2642";"0.2006";"0.0112";"0.2763";"0.2091";"0.0121";"0.1979";"0.0065";"0.0106";"0.2753";"0.2097";"0.0116";"0.1928";"0.0073";"0.0103";"0.2043";"0.0063";"0.0111";"0.0078";"0.2006";"0.0078";"0.0108";"0.0077";"0.0081";"0.008"
"c-721146";"Z_5";"10";"sum";"TRUE";"10";"5";"0.1";"2";"2000";"0.1087";"0.1243";"0.0871";"0.0954";"0.291";"0.1227";"0.0893";"0.0972";"0.224";"0.1026";"0.112";"0.3793";"0.0769";"0.0051";"0.5018";"0.1031";"0.1083";"0.3478";"0.0774";"0.0051";"0.4131";"0.0893";"0.0066";"0.4362";"0.0097";"0.0892";"0.0066";"0.5619";"0.01";"0.0119";"0.0119"
"y-785764";"Z_6";"100";"sum";"FALSE";"3";"10";"10";"3";"2000";"0.0116";"0.0258";"0.5406";"0.4465";"9e-04";"0.1294";"0.7232";"0.45";"2e-04";"0.5009";"0.4408";"0.0092";"0.3117";"0.8726";"0.1041";"0.702";"0.2983";"0.0049";"0.3289";"0.3965";"0.047";"0.255";"0.8062";"0.3525";"0.8979";"0.1304";"0.7337";"0.3816";"0.9176";"0.9279";"0.9494"
"m-314011";"Z_6";"3";"product";"FALSE";"50";"0.5";"0";"3";"2000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3e-04";"0.0033";"0.0075";"0";"0";"0";"3e-04";"0.0032";"0.0076";"3e-04";"0.0033";"0.0108";"0.1627";"3e-04";"0.0033";"0.0203";"0.1673";"0.1659";"0.1657"
"w-931018";"Z_1";"5";"sum";"TRUE";"3";"0.1";"0.2";"3";"2000";"1.2777";"0.8446";"1.0529";"1.1636";"1.0267";"0.7811";"1.027";"1.2803";"0.9267";"0.8544";"0.9184";"0.8438";"1.1031";"1.043";"0.9599";"0.8012";"0.8071";"0.7943";"1.0091";"0.9583";"1.073";"0.9314";"0.8629";"0.9202";"1.0126";"0.8229";"0.8043";"0.8234";"1.0966";"0.9387";"0.8255"
"x-399655";"Z_6";"2";"sum";"TRUE";"50";"0";"1";"1";"2000";"0.6386";"0.7289";"0.3428";"0.4852";"0.8489";"0.4445";"0.2897";"0.365";"0.8489";"0.325";"0.5352";"0.8837";"0.3009";"0.9549";"0.5653";"0.2886";"0.7192";"0.5387";"0.3463";"0.9425";"0.6187";"0.4005";"0.9566";"0.3405";"0.7378";"0.3566";"0.9371";"0.2898";"0.8625";"0.7683";"0.8378"
