"set";"pvalue";"beta_gender_male";"beta_ethnicity_other";"beta_ethnicity_afam";"beta_score";"beta_fcollege_no";"beta_mcollege_no";"beta_home_no";"beta_urban_no";"beta_unemp";"beta_wage";"sd_gender_male";"sd_ethnicity_other";"sd_ethnicity_afam";"sd_score";"sd_fcollege_no";"sd_mcollege_no";"sd_home_no";"sd_urban_no";"sd_unemp";"sd_wage"
"172";"0.002";"0";"0";"0";"0";"0";"0";"-0.199";"0.044";"-0.005";"0";"0";"0";"0";"0";"0";"0";"0.038";"0.034";"0.005";"0"
"173";"0";"0";"0";"0";"0";"0";"0";"-0.197";"0.041";"0";"0.011";"0";"0";"0";"0";"0";"0";"0.038";"0.034";"0";"0.011"
"174";"0.005";"0";"0";"0";"0";"0";"0";"-0.201";"0";"-0.007";"0.016";"0";"0";"0";"0";"0";"0";"0.038";"0";"0.005";"0.011"
"175";"0.01";"0";"0";"0";"0";"0";"0";"0";"0.061";"-0.008";"0.019";"0";"0";"0";"0";"0";"0";"0";"0.034";"0.005";"0.011"
"176";"0.008";"-0.049";"-0.047";"0.01";"0.046";"0";"0";"0";"0";"0";"0";"0.027";"0.036";"0.045";"0.002";"0";"0";"0";"0";"0";"0"
"177";"0.004";"-0.009";"0.112";"-0.11";"0";"-0.542";"0";"0";"0";"0";"0";"0.028";"0.037";"0.047";"0";"0.035";"0";"0";"0";"0";"0"
"178";"0.003";"0";"0.135";"-0.143";"0";"0";"-0.558";"0";"0";"0";"0";"0.028";"0.037";"0.048";"0";"0";"0.041";"0";"0";"0";"0"
"179";"0.002";"0.004";"0.176";"-0.099";"0";"0";"0";"-0.159";"0";"0";"0";"0.029";"0.038";"0.048";"0";"0";"0";"0.038";"0";"0";"0"
"180";"0.009";"0.008";"0.191";"-0.108";"0";"0";"0";"0";"-0.002";"0";"0";"0.029";"0.038";"0.049";"0";"0";"0";"0";"0.035";"0";"0"
"181";"0.003";"0.007";"0.188";"-0.112";"0";"0";"0";"0";"0";"-0.005";"0";"0.029";"0.038";"0.049";"0";"0";"0";"0";"0";"0.005";"0"
"182";"0.001";"0.008";"0.192";"-0.108";"0";"0";"0";"0";"0";"0";"-0.001";"0.029";"0.038";"0.049";"0";"0";"0";"0";"0";"0";"0.011"
"183";"0.001";"-0.056";"-0.08";"0";"0.042";"-0.367";"0";"0";"0";"0";"0";"0.027";"0.03";"0";"0.002";"0.034";"0";"0";"0";"0";"0"
"184";"0.006";"-0.05";"-0.062";"0";"0.043";"0";"-0.384";"0";"0";"0";"0";"0.027";"0.03";"0";"0.002";"0";"0.039";"0";"0";"0";"0"
"185";"0.003";"-0.051";"-0.06";"0";"0.045";"0";"0";"-0.088";"0";"0";"0";"0.027";"0.03";"0";"0.002";"0";"0";"0.035";"0";"0";"0"
"186";"0.008";"-0.049";"-0.049";"0";"0.046";"0";"0";"0";"-0.009";"0";"0";"0.027";"0.03";"0";"0.002";"0";"0";"0";"0.032";"0";"0"
"187";"0.009";"-0.049";"-0.051";"0";"0.046";"0";"0";"0";"0";"-0.002";"0";"0.027";"0.03";"0";"0.002";"0";"0";"0";"0";"0.005";"0"
"188";"0.008";"-0.048";"-0.044";"0";"0.046";"0";"0";"0";"0";"0";"-0.016";"0.027";"0.03";"0";"0.002";"0";"0";"0";"0";"0";"0.01"
"189";"0.01";"-0.007";"0.156";"0";"0";"-0.417";"-0.347";"0";"0";"0";"0";"0.028";"0.03";"0";"0";"0.039";"0.045";"0";"0";"0";"0"
"190";"0.003";"-0.01";"0.148";"0";"0";"-0.535";"0";"-0.133";"0";"0";"0";"0.028";"0.03";"0";"0";"0.035";"0";"0.037";"0";"0";"0"
"191";"0.004";"-0.006";"0.164";"0";"0";"-0.542";"0";"0";"-0.006";"0";"0";"0.028";"0.03";"0";"0";"0.035";"0";"0";"0.034";"0";"0"
"192";"0.002";"-0.006";"0.163";"0";"0";"-0.544";"0";"0";"0";"0.004";"0";"0.028";"0.03";"0";"0";"0.035";"0";"0";"0";"0.005";"0"
"193";"0.008";"-0.006";"0.163";"0";"0";"-0.542";"0";"0";"0";"0";"0";"0.028";"0.03";"0";"0";"0.035";"0";"0";"0";"0";"0.011"
"194";"0";"0";"0.185";"0";"0";"0";"-0.544";"-0.138";"0";"0";"0";"0.028";"0.03";"0";"0";"0";"0.041";"0.037";"0";"0";"0"
"195";"0.008";"0.004";"0.202";"0";"0";"0";"-0.552";"0";"-0.002";"0";"0";"0.028";"0.03";"0";"0";"0";"0.041";"0";"0.034";"0";"0"
"196";"0.002";"0.004";"0.202";"0";"0";"0";"-0.553";"0";"0";"0.002";"0";"0.028";"0.03";"0";"0";"0";"0.042";"0";"0";"0.005";"0"
"197";"0";"0.004";"0.201";"0";"0";"0";"-0.551";"0";"0";"0";"0";"0.028";"0.03";"0";"0";"0";"0.041";"0";"0";"0";"0.011"
"198";"0";"0.006";"0.223";"0";"0";"0";"0";"-0.162";"-0.006";"0";"0";"0.029";"0.031";"0";"0";"0";"0";"0.038";"0.035";"0";"0"
"199";"0";"0.006";"0.221";"0";"0";"0";"0";"-0.162";"0";"-0.004";"0";"0.029";"0.03";"0";"0";"0";"0";"0.038";"0";"0.005";"0"
"200";"0.005";"0.006";"0.223";"0";"0";"0";"0";"-0.162";"0";"0";"-0.002";"0.029";"0.031";"0";"0";"0";"0";"0.038";"0";"0";"0.011"
"201";"0.004";"0.01";"0.24";"0";"0";"0";"0";"0";"0.005";"-0.004";"0";"0.029";"0.031";"0";"0";"0";"0";"0";"0.035";"0.005";"0"
"202";"0.004";"0.011";"0.241";"0";"0";"0";"0";"0";"0.004";"0";"0";"0.029";"0.031";"0";"0";"0";"0";"0";"0.035";"0";"0.011"
"203";"0.007";"0.01";"0.24";"0";"0";"0";"0";"0";"0";"-0.004";"0.002";"0.029";"0.031";"0";"0";"0";"0";"0";"0";"0.005";"0.011"
"204";"0.008";"-0.054";"0";"0.055";"0.041";"-0.361";"0";"0";"0";"0";"0";"0.027";"0";"0.037";"0.002";"0.034";"0";"0";"0";"0";"0"
"205";"0.006";"-0.049";"0";"0.029";"0.042";"0";"-0.379";"0";"0";"0";"0";"0.027";"0";"0.037";"0.002";"0";"0.039";"0";"0";"0";"0"
"206";"0.008";"-0.05";"0";"0.051";"0.045";"0";"0";"-0.085";"0";"0";"0";"0.027";"0";"0.038";"0.002";"0";"0";"0.035";"0";"0";"0"
"207";"0.007";"-0.048";"0";"0.04";"0.045";"0";"0";"0";"-0.013";"0";"0";"0.027";"0";"0.038";"0.002";"0";"0";"0";"0.032";"0";"0"
"208";"0.009";"-0.048";"0";"0.042";"0.045";"0";"0";"0";"0";"-0.001";"0";"0.027";"0";"0.038";"0.002";"0";"0";"0";"0";"0.005";"0"
"209";"0.008";"-0.047";"0";"0.036";"0.045";"0";"0";"0";"0";"0";"-0.017";"0.027";"0";"0.038";"0.002";"0";"0";"0";"0";"0";"0.01"
"210";"0.001";"-0.011";"0";"-0.203";"0";"-0.425";"-0.361";"0";"0";"0";"0";"0.028";"0";"0.038";"0";"0.038";"0.045";"0";"0";"0";"0"
"211";"0.004";"-0.013";"0";"-0.178";"0";"-0.549";"0";"-0.138";"0";"0";"0";"0.028";"0";"0.038";"0";"0.035";"0";"0.037";"0";"0";"0"
"212";"0.001";"-0.01";"0";"-0.195";"0";"-0.557";"0";"0";"0";"0";"0";"0.028";"0";"0.039";"0";"0.035";"0";"0";"0.034";"0";"0"
"213";"0.008";"-0.01";"0";"-0.194";"0";"-0.558";"0";"0";"0";"0.002";"0";"0.028";"0";"0.038";"0";"0.035";"0";"0";"0";"0.005";"0"
"214";"0";"-0.01";"0";"-0.193";"0";"-0.557";"0";"0";"0";"0";"0.003";"0.028";"0";"0.038";"0";"0.035";"0";"0";"0";"0";"0.011"
"215";"0";"-0.004";"0";"-0.228";"0";"0";"-0.565";"-0.144";"0";"0";"0";"0.028";"0";"0.038";"0";"0";"0.041";"0.037";"0";"0";"0"
"216";"0.007";"-0.001";"0";"-0.245";"0";"0";"-0.575";"0";"0.004";"0";"0";"0.029";"0";"0.039";"0";"0";"0.041";"0";"0.034";"0";"0"
"217";"0.008";"-0.001";"0";"-0.247";"0";"0";"-0.575";"0";"0";"-0.001";"0";"0.029";"0";"0.038";"0";"0";"0.041";"0";"0";"0.005";"0"
"218";"0";"-0.001";"0";"-0.244";"0";"0";"-0.575";"0";"0";"0";"0.004";"0.029";"0";"0.038";"0";"0";"0.041";"0";"0";"0";"0.011"
"219";"0";"0.002";"0";"-0.231";"0";"0";"0";"-0.175";"0.007";"0";"0";"0.029";"0";"0.04";"0";"0";"0";"0.038";"0.035";"0";"0"
"220";"0.003";"0.001";"0";"-0.236";"0";"0";"0";"-0.175";"0";"-0.007";"0";"0.029";"0";"0.039";"0";"0";"0";"0.038";"0";"0.005";"0"
"221";"0.003";"0.002";"0";"-0.231";"0";"0";"0";"-0.175";"0";"0";"0.004";"0.029";"0";"0.039";"0";"0";"0";"0.038";"0";"0";"0.011"
"222";"0";"0.006";"0";"-0.254";"0";"0";"0";"0";"0.021";"-0.007";"0";"0.029";"0";"0.04";"0";"0";"0";"0";"0.035";"0.005";"0"
"223";"0";"0.007";"0";"-0.248";"0";"0";"0";"0";"0.019";"0";"0.006";"0.029";"0";"0.04";"0";"0";"0";"0";"0.035";"0";"0.011"
"224";"0";"0.005";"0";"-0.254";"0";"0";"0";"0";"0";"-0.008";"0.011";"0.029";"0";"0.039";"0";"0";"0";"0";"0";"0.005";"0.011"
"225";"0.002";"-0.054";"0";"0";"0.04";"-0.271";"-0.254";"0";"0";"0";"0";"0.027";"0";"0";"0.002";"0.037";"0.043";"0";"0";"0";"0"
"226";"0.008";"-0.056";"0";"0";"0.04";"-0.356";"0";"-0.063";"0";"0";"0";"0.027";"0";"0";"0.002";"0.034";"0";"0.035";"0";"0";"0"
"227";"0.008";"-0.055";"0";"0";"0.041";"-0.36";"0";"0";"-0.03";"0";"0";"0.027";"0";"0";"0.002";"0.034";"0";"0";"0.031";"0";"0"
"228";"0.01";"-0.054";"0";"0";"0.041";"-0.361";"0";"0";"0";"0.003";"0";"0.027";"0";"0";"0.002";"0.034";"0";"0";"0";"0.005";"0"
"229";"0.007";"-0.054";"0";"0";"0.041";"-0.359";"0";"0";"0";"0";"-0.018";"0.027";"0";"0";"0.002";"0.034";"0";"0";"0";"0";"0.01"
"230";"0.008";"-0.051";"0";"0";"0.042";"0";"-0.377";"-0.066";"0";"0";"0";"0.027";"0";"0";"0.002";"0";"0.039";"0.035";"0";"0";"0"
"231";"0.007";"-0.05";"0";"0";"0.042";"0";"-0.381";"0";"-0.025";"0";"0";"0.027";"0";"0";"0.002";"0";"0.039";"0";"0.031";"0";"0"
"232";"0.01";"-0.049";"0";"0";"0.042";"0";"-0.382";"0";"0";"0.002";"0";"0.027";"0";"0";"0.002";"0";"0.039";"0";"0";"0.005";"0"
"233";"0.01";"-0.049";"0";"0";"0.042";"0";"-0.38";"0";"0";"0";"-0.017";"0.027";"0";"0";"0.002";"0";"0.039";"0";"0";"0";"0.01"
"234";"0.005";"-0.051";"0";"0";"0.044";"0";"0";"-0.083";"-0.026";"0";"0";"0.027";"0";"0";"0.002";"0";"0";"0.035";"0.032";"0";"0"
"235";"0.005";"-0.05";"0";"0";"0.044";"0";"0";"-0.08";"0";"-0.002";"0";"0.027";"0";"0";"0.002";"0";"0";"0.035";"0";"0.005";"0"
"236";"0.007";"-0.049";"0";"0";"0.045";"0";"0";"-0.084";"0";"0";"-0.019";"0.027";"0";"0";"0.002";"0";"0";"0.035";"0";"0";"0.01"
"237";"0.005";"-0.049";"0";"0";"0.045";"0";"0";"0";"-0.019";"-0.001";"0";"0.027";"0";"0";"0.002";"0";"0";"0";"0.032";"0.005";"0"
"238";"0.003";"-0.048";"0";"0";"0.045";"0";"0";"0";"-0.018";"0";"-0.018";"0.027";"0";"0";"0.002";"0";"0";"0";"0.032";"0";"0.01"
"239";"0.007";"-0.047";"0";"0";"0.045";"0";"0";"0";"0";"0.001";"-0.018";"0.027";"0";"0";"0.002";"0";"0";"0";"0";"0.005";"0.01"
"240";"0.009";"-0.009";"0";"0";"0";"-0.437";"-0.348";"-0.149";"0";"0";"0";"0.028";"0";"0";"0";"0.038";"0.045";"0.037";"0";"0";"0"
"241";"0.009";"-0.005";"0";"0";"0";"-0.444";"-0.354";"0";"0.028";"0";"0";"0.028";"0";"0";"0";"0.038";"0.045";"0";"0.033";"0";"0"
"242";"0.01";"-0.005";"0";"0";"0";"-0.449";"-0.357";"0";"0";"0.005";"0";"0.028";"0";"0";"0";"0.038";"0.045";"0";"0";"0.005";"0"
"243";"0.005";"-0.006";"0";"0";"0";"-0.445";"-0.354";"0";"0";"0";"0.01";"0.028";"0";"0";"0";"0.038";"0.045";"0";"0";"0";"0.01"
"244";"0.005";"-0.009";"0";"0";"0";"-0.563";"0";"-0.156";"0.018";"0";"0";"0.028";"0";"0";"0";"0.035";"0";"0.037";"0.034";"0";"0"
"245";"0.01";"-0.009";"0";"0";"0";"-0.566";"0";"-0.158";"0";"0.003";"0";"0.028";"0";"0";"0";"0.035";"0";"0.037";"0";"0.005";"0"
"246";"0.006";"-0.01";"0";"0";"0";"-0.563";"0";"-0.157";"0";"0";"0.008";"0.028";"0";"0";"0";"0.035";"0";"0.037";"0";"0";"0.011"
"247";"0.004";"-0.004";"0";"0";"0";"-0.575";"0";"0";"0.03";"0.003";"0";"0.028";"0";"0";"0";"0.035";"0";"0";"0.034";"0.005";"0"
"248";"0.005";"-0.005";"0";"0";"0";"-0.572";"0";"0";"0.03";"0";"0.01";"0.028";"0";"0";"0";"0.035";"0";"0";"0.033";"0";"0.011"
"249";"0.007";"-0.005";"0";"0";"0";"-0.575";"0";"0";"0";"0.002";"0.009";"0.028";"0";"0";"0";"0.035";"0";"0";"0";"0.005";"0.011"
"250";"0.002";"0.002";"0";"0";"0";"0";"-0.567";"-0.168";"0.029";"0";"0";"0.029";"0";"0";"0";"0";"0.041";"0.037";"0.034";"0";"0"
"251";"0.006";"0.002";"0";"0";"0";"0";"-0.568";"-0.171";"0";"0.001";"0";"0.029";"0";"0";"0";"0";"0.042";"0.037";"0";"0.005";"0"
"252";"0.005";"0.001";"0";"0";"0";"0";"-0.567";"-0.169";"0";"0";"0.01";"0.029";"0";"0";"0";"0";"0.041";"0.037";"0";"0";"0.011"
"253";"0.005";"0.007";"0";"0";"0";"0";"-0.579";"0";"0.044";"0.001";"0";"0.029";"0";"0";"0";"0";"0.042";"0";"0.034";"0.005";"0"
"254";"0.007";"0.006";"0";"0";"0";"0";"-0.577";"0";"0.043";"0";"0.013";"0.029";"0";"0";"0";"0";"0.041";"0";"0.034";"0";"0.011"
"255";"0.009";"0.005";"0";"0";"0";"0";"-0.579";"0";"0";"0";"0.013";"0.029";"0";"0";"0";"0";"0.042";"0";"0";"0.005";"0.011"
"256";"0.002";"0.008";"0";"0";"0";"0";"0";"-0.199";"0.044";"-0.005";"0";"0.029";"0";"0";"0";"0";"0";"0.038";"0.034";"0.005";"0"
"257";"0.004";"0.008";"0";"0";"0";"0";"0";"-0.196";"0.042";"0";"0.011";"0.029";"0";"0";"0";"0";"0";"0.038";"0.034";"0";"0.011"
"258";"0.002";"0.006";"0";"0";"0";"0";"0";"-0.2";"0";"-0.007";"0.016";"0.029";"0";"0";"0";"0";"0";"0.038";"0";"0.005";"0.011"
"259";"0.008";"0.012";"0";"0";"0";"0";"0";"0";"0.061";"-0.008";"0.019";"0.029";"0";"0";"0";"0";"0";"0";"0.034";"0.005";"0.011"
"260";"0.009";"0";"-0.079";"0.002";"0.042";"-0.366";"0";"0";"0";"0";"0";"0";"0.036";"0.045";"0.002";"0.034";"0";"0";"0";"0";"0"
"261";"0.005";"0";"-0.069";"-0.018";"0.043";"0";"-0.384";"0";"0";"0";"0";"0";"0.036";"0.045";"0.002";"0";"0.039";"0";"0";"0";"0"
"262";"0.008";"0";"-0.051";"0.017";"0.045";"0";"0";"-0.087";"0";"0";"0";"0";"0.036";"0.045";"0.002";"0";"0";"0.035";"0";"0";"0"
"263";"0.003";"0";"-0.044";"0.012";"0.046";"0";"0";"0";"-0.008";"0";"0";"0";"0.036";"0.045";"0.002";"0";"0";"0";"0.032";"0";"0"
"264";"0.01";"0";"-0.045";"0.011";"0.046";"0";"0";"0";"0";"-0.001";"0";"0";"0.036";"0.045";"0.002";"0";"0";"0";"0";"0.005";"0"
"265";"0.007";"0";"-0.038";"0.011";"0.046";"0";"0";"0";"0";"0";"-0.016";"0";"0.036";"0.045";"0.002";"0";"0";"0";"0";"0";"0.01"
"266";"0.004";"0";"0.095";"-0.131";"0";"-0.414";"-0.354";"0";"0";"0";"0";"0";"0.037";"0.047";"0";"0.039";"0.045";"0";"0";"0";"0"
"267";"0";"0";"0.101";"-0.102";"0";"-0.535";"0";"-0.129";"0";"0";"0";"0";"0.037";"0.047";"0";"0.035";"0";"0.037";"0";"0";"0"
"268";"0.006";"0";"0.114";"-0.111";"0";"-0.542";"0";"0";"-0.012";"0";"0";"0";"0.037";"0.047";"0";"0.035";"0";"0";"0.034";"0";"0"
"269";"0.008";"0";"0.113";"-0.107";"0";"-0.544";"0";"0";"0";"0.003";"0";"0";"0.037";"0.047";"0";"0.035";"0";"0";"0";"0.005";"0"
"270";"0";"0";"0.113";"-0.109";"0";"-0.542";"0";"0";"0";"0";"-0.001";"0";"0.037";"0.047";"0";"0.035";"0";"0";"0";"0";"0.011"
"271";"0.009";"0";"0.123";"-0.134";"0";"0";"-0.551";"-0.133";"0";"0";"0";"0";"0.037";"0.048";"0";"0";"0.041";"0.037";"0";"0";"0"
"272";"0.002";"0";"0.136";"-0.144";"0";"0";"-0.558";"0";"-0.011";"0";"0";"0";"0.037";"0.048";"0";"0";"0.041";"0";"0.034";"0";"0"
"273";"0.004";"0";"0.135";"-0.142";"0";"0";"-0.559";"0";"0";"0.001";"0";"0";"0.037";"0.048";"0";"0";"0.042";"0";"0";"0.005";"0"
"274";"0";"0";"0.135";"-0.143";"0";"0";"-0.558";"0";"0";"0";"-0.001";"0";"0.037";"0.048";"0";"0";"0.041";"0";"0";"0";"0.011"
"275";"0.001";"0";"0.178";"-0.1";"0";"0";"0";"-0.16";"-0.012";"0";"0";"0";"0.038";"0.049";"0";"0";"0";"0.038";"0.035";"0";"0"
"276";"0";"0";"0.173";"-0.103";"0";"0";"0";"-0.159";"0";"-0.005";"0";"0";"0.038";"0.049";"0";"0";"0";"0.038";"0";"0.005";"0"
"277";"0";"0";"0.177";"-0.099";"0";"0";"0";"-0.159";"0";"0";"-0.003";"0";"0.038";"0.048";"0";"0";"0";"0.038";"0";"0";"0.011"
"278";"0.004";"0";"0.188";"-0.113";"0";"0";"0";"0";"-0.001";"-0.005";"0";"0";"0.038";"0.049";"0";"0";"0";"0";"0.035";"0.005";"0"
"279";"0.004";"0";"0.192";"-0.109";"0";"0";"0";"0";"-0.002";"0";"-0.001";"0";"0.038";"0.049";"0";"0";"0";"0";"0.035";"0";"0.011"
"280";"0";"0";"0.187";"-0.113";"0";"0";"0";"0";"0";"-0.005";"0.002";"0";"0.038";"0.049";"0";"0";"0";"0";"0";"0.005";"0.011"
"281";"0";"0";"-0.08";"0";"0.041";"-0.278";"-0.254";"0";"0";"0";"0";"0";"0.03";"0";"0.002";"0.037";"0.043";"0";"0";"0";"0"
"282";"0.009";"0";"-0.086";"0";"0.042";"-0.363";"0";"-0.072";"0";"0";"0";"0";"0.03";"0";"0.002";"0.034";"0";"0.035";"0";"0";"0"
"283";"0.007";"0";"-0.077";"0";"0.042";"-0.366";"0";"0";"-0.014";"0";"0";"0";"0.03";"0";"0.002";"0.034";"0";"0";"0.032";"0";"0"
"284";"0.008";"0";"-0.079";"0";"0.042";"-0.368";"0";"0";"0";"0.003";"0";"0";"0.03";"0";"0.002";"0.034";"0";"0";"0";"0.005";"0"
"285";"0.007";"0";"-0.073";"0";"0.042";"-0.365";"0";"0";"0";"0";"-0.015";"0";"0.03";"0";"0.002";"0.034";"0";"0";"0";"0";"0.01"
"286";"0.01";"0";"-0.068";"0";"0.043";"0";"-0.38";"-0.074";"0";"0";"0";"0";"0.03";"0";"0.002";"0";"0.039";"0.035";"0";"0";"0"
"287";"0.003";"0";"-0.059";"0";"0.043";"0";"-0.383";"0";"-0.012";"0";"0";"0";"0.03";"0";"0.002";"0";"0.039";"0";"0.032";"0";"0"
"288";"0.005";"0";"-0.061";"0";"0.043";"0";"-0.385";"0";"0";"0.002";"0";"0";"0.03";"0";"0.002";"0";"0.039";"0";"0";"0.005";"0"
"289";"0.003";"0";"-0.054";"0";"0.043";"0";"-0.383";"0";"0";"0";"-0.015";"0";"0.03";"0";"0.002";"0";"0.039";"0";"0";"0";"0.01"
"290";"0.006";"0";"-0.056";"0";"0.045";"0";"0";"-0.087";"-0.014";"0";"0";"0";"0.031";"0";"0.002";"0";"0";"0.035";"0.032";"0";"0"
"291";"0.01";"0";"-0.059";"0";"0.045";"0";"0";"-0.086";"0";"-0.002";"0";"0";"0.03";"0";"0.002";"0";"0";"0.035";"0";"0.005";"0"
"292";"0.009";"0";"-0.051";"0";"0.045";"0";"0";"-0.088";"0";"0";"-0.017";"0";"0.03";"0";"0.002";"0";"0";"0.035";"0";"0";"0.01"
"293";"0.006";"0";"-0.049";"0";"0.046";"0";"0";"0";"-0.008";"-0.001";"0";"0";"0.03";"0";"0.002";"0";"0";"0";"0.032";"0.005";"0"
"294";"0.007";"0";"-0.041";"0";"0.046";"0";"0";"0";"-0.009";"0";"-0.016";"0";"0.031";"0";"0.002";"0";"0";"0";"0.032";"0";"0.01"
"295";"0.001";"0";"-0.043";"0";"0.046";"0";"0";"0";"0";"0.001";"-0.016";"0";"0.03";"0";"0.002";"0";"0";"0";"0";"0.005";"0.011"
"296";"0.008";"0";"0.142";"0";"0";"-0.412";"-0.342";"-0.124";"0";"0";"0";"0";"0.03";"0";"0";"0.039";"0.045";"0.037";"0";"0";"0"
"297";"0";"0";"0.157";"0";"0";"-0.417";"-0.347";"0";"-0.007";"0";"0";"0";"0.03";"0";"0";"0.039";"0.045";"0";"0.034";"0";"0"
"298";"0";"0";"0.156";"0";"0";"-0.42";"-0.349";"0";"0";"0.006";"0";"0";"0.03";"0";"0";"0.039";"0.045";"0";"0";"0.005";"0"
"299";"0.008";"0";"0.156";"0";"0";"-0.417";"-0.347";"0";"0";"0";"0";"0";"0.03";"0";"0";"0.039";"0.045";"0";"0";"0";"0.011"
"300";"0.004";"0";"0.15";"0";"0";"-0.535";"0";"-0.133";"-0.014";"0";"0";"0";"0.031";"0";"0";"0.035";"0";"0.037";"0.034";"0";"0"
"301";"0.01";"0";"0.148";"0";"0";"-0.537";"0";"-0.132";"0";"0.004";"0";"0";"0.03";"0";"0";"0.035";"0";"0.037";"0";"0.005";"0"
"302";"0.003";"0";"0.149";"0";"0";"-0.535";"0";"-0.133";"0";"0";"-0.002";"0";"0.031";"0";"0";"0.035";"0";"0.037";"0";"0";"0.011"
"303";"0.004";"0";"0.165";"0";"0";"-0.544";"0";"0";"-0.007";"0.004";"0";"0";"0.03";"0";"0";"0.035";"0";"0";"0.034";"0.005";"0"
"304";"0.006";"0";"0.164";"0";"0";"-0.542";"0";"0";"-0.006";"0";"0";"0";"0.031";"0";"0";"0.035";"0";"0";"0.034";"0";"0.011"
"305";"0";"0";"0.165";"0";"0";"-0.544";"0";"0";"0";"0.004";"-0.003";"0";"0.03";"0";"0";"0.035";"0";"0";"0";"0.005";"0.011"
"306";"0.001";"0";"0.187";"0";"0";"0";"-0.544";"-0.139";"-0.011";"0";"0";"0";"0.031";"0";"0";"0";"0.041";"0.037";"0.034";"0";"0"
"307";"0";"0";"0.186";"0";"0";"0";"-0.545";"-0.138";"0";"0.002";"0";"0";"0.03";"0";"0";"0";"0.042";"0.037";"0";"0.005";"0"
"308";"0.003";"0";"0.186";"0";"0";"0";"-0.544";"-0.138";"0";"0";"-0.002";"0";"0.031";"0";"0";"0";"0.041";"0.037";"0";"0";"0.011"
"309";"0";"0";"0.202";"0";"0";"0";"-0.553";"0";"-0.003";"0.002";"0";"0";"0.03";"0";"0";"0";"0.042";"0";"0.034";"0.005";"0"
"310";"0";"0";"0.202";"0";"0";"0";"-0.552";"0";"-0.003";"0";"0";"0";"0.031";"0";"0";"0";"0.041";"0";"0.034";"0";"0.011"
"311";"0.001";"0";"0.202";"0";"0";"0";"-0.553";"0";"0";"0.002";"-0.001";"0";"0.03";"0";"0";"0";"0.042";"0";"0";"0.005";"0.011"
"312";"0.009";"0";"0.222";"0";"0";"0";"0";"-0.163";"-0.005";"-0.004";"0";"0";"0.031";"0";"0";"0";"0";"0.038";"0.035";"0.005";"0"
"313";"0";"0";"0.224";"0";"0";"0";"0";"-0.163";"-0.006";"0";"-0.002";"0";"0.032";"0";"0";"0";"0";"0.038";"0.035";"0";"0.011"
"314";"0";"0";"0.221";"0";"0";"0";"0";"-0.163";"0";"-0.004";"0";"0";"0.031";"0";"0";"0";"0";"0.038";"0";"0.005";"0.011"
"315";"0.005";"0";"0.239";"0";"0";"0";"0";"0";"0.005";"-0.004";"0.002";"0";"0.031";"0";"0";"0";"0";"0";"0.035";"0.005";"0.011"
"316";"0.007";"0";"0";"0.045";"0.04";"-0.272";"-0.251";"0";"0";"0";"0";"0";"0";"0.037";"0.002";"0.037";"0.043";"0";"0";"0";"0"
"317";"0.005";"0";"0";"0.063";"0.041";"-0.356";"0";"-0.066";"0";"0";"0";"0";"0";"0.037";"0.002";"0.034";"0";"0.035";"0";"0";"0"
"318";"0.007";"0";"0";"0.052";"0.041";"-0.36";"0";"0";"-0.022";"0";"0";"0";"0";"0.038";"0.002";"0.034";"0";"0";"0.032";"0";"0"
"319";"0.008";"0";"0";"0.059";"0.041";"-0.362";"0";"0";"0";"0.004";"0";"0";"0";"0.037";"0.002";"0.034";"0";"0";"0";"0.005";"0"
"320";"0.01";"0";"0";"0.05";"0.041";"-0.359";"0";"0";"0";"0";"-0.017";"0";"0";"0.037";"0.002";"0.034";"0";"0";"0";"0";"0.01"
"321";"0.003";"0";"0";"0.037";"0.042";"0";"-0.376";"-0.068";"0";"0";"0";"0";"0";"0.037";"0.002";"0";"0.039";"0.035";"0";"0";"0"
"322";"0.008";"0";"0";"0.026";"0.042";"0";"-0.38";"0";"-0.02";"0";"0";"0";"0";"0.038";"0.002";"0";"0.039";"0";"0.032";"0";"0"
"323";"0.005";"0";"0";"0.032";"0.042";"0";"-0.381";"0";"0";"0.003";"0";"0";"0";"0.037";"0.002";"0";"0.039";"0";"0";"0.005";"0"
"324";"0.008";"0";"0";"0.023";"0.042";"0";"-0.379";"0";"0";"0";"-0.017";"0";"0";"0.037";"0.002";"0";"0.039";"0";"0";"0";"0.01"
