"ID";"target";"eta_df";"multiplic";"shift";"epsilon_df";"meanshift";"strength";"F_id";"N";"pvSet_1";"pvSet_2";"pvSet_3";"pvSet_4";"pvSet_5";"pvSet_6";"pvSet_7";"pvSet_8";"pvSet_9";"pvSet_10";"pvSet_11";"pvSet_12";"pvSet_13";"pvSet_14";"pvSet_15";"pvSet_16";"pvSet_17";"pvSet_18";"pvSet_19";"pvSet_20";"pvSet_21";"pvSet_22";"pvSet_23";"pvSet_24";"pvSet_25";"pvSet_26";"pvSet_27";"pvSet_28";"pvSet_29";"pvSet_30";"pvSet_31"
"c-322534";"Z_5";"10";"product";"TRUE";"10";"10";"0.5";"log";"100";"1.6257";"1.6516";"1.6528";"1.4899";"0.009";"1.163";"0.9736";"1.3999";"0";"1.6318";"1.4606";"1e-04";"1.4551";"0";"0.0054";"0.9455";"1.2154";"1e-04";"1.0579";"0";"1e-04";"1.476";"0";"0";"0";"1.0209";"0";"1e-04";"0";"0";"0"
"k-648955";"Z_4";"3";"product";"TRUE";"3";"0.5";"2";"square";"100";"0.0052";"0.0026";"0.0021";"0.0025";"0.0035";"0.0055";"0.0375";"0.0048";"0.0051";"0.0122";"0.0025";"0.0035";"0.0016";"0.051";"0.004";"0.0366";"0.0051";"0.0053";"0.017";"0.051";"0.0052";"0.0073";"0.027";"0.004";"0.192";"0.017";"0.0717";"0.0054";"0.1075";"0.0889";"0.1419"
"f-516043";"Z_6";"100";"product";"TRUE";"100";"0.1";"0";"square";"100";"0.8485";"0.3288";"0.7031";"0.8481";"0.4247";"0.8383";"0.5352";"0.8438";"0.311";"0.5176";"0.8451";"0.4247";"0.7061";"0.3761";"0.3998";"0.5352";"0.8132";"0.3533";"0.5657";"0.3761";"0.2913";"0.7037";"0.3761";"0.4247";"0.3533";"0.5352";"0.3761";"0.3533";"0.3761";"0.3533";"0.3761"
"w-857714";"Z_4";"50";"sum";"TRUE";"50";"0.5";"1";"cubic";"100";"1.7228";"1.6996";"1.5136";"1.8442";"1.3189";"1.5177";"1.3519";"1.7266";"1.6906";"1.3946";"1.6901";"1.7431";"1.6827";"1.5136";"1.7999";"1.5";"1.5692";"1.7347";"1.1995";"1.2741";"1.6388";"1.4569";"1.3946";"1.6407";"1.6797";"1.4409";"1.2874";"1.6489";"1.1995";"1.1266";"1.2924"
"l-448161";"Z_6";"20";"sum";"FALSE";"20";"0.2";"0";"cubic";"100";"0";"0";"0";"2e-04";"0";"0";"0";"0.001";"0";"0";"3e-04";"0";"0";"0";"2e-04";"0";"0.001";"0";"0";"0";"0.001";"0";"0";"3e-04";"0";"0";"0";"9e-04";"0";"0";"0"
"d-581425";"Z_1";"20";"product";"FALSE";"20";"5";"0.5";"square";"100";"0.5313";"0.1386";"0.079";"0.083";"0.0758";"1.4806";"0.5156";"0.5175";"0.3975";"0.1346";"0.1389";"0.1412";"0.0827";"0.0836";"0.0796";"1.4009";"1.435";"1.5551";"0.5301";"0.4375";"0.3888";"0.1374";"0.1363";"0.1388";"0.0788";"1.4876";"1.5434";"1.5353";"0.4607";"0.1505";"1.5359"
"y-369506";"Z_6";"2";"sum";"TRUE";"2";"0.2";"0.1";"cubic";"100";"0.8558";"0.8936";"0.602";"0.2789";"0.3197";"0.5598";"1.3717";"0.6438";"1.277";"0.8558";"0.605";"0.7495";"0.1845";"0.4167";"0.659";"0.0312";"0.1881";"0.4915";"0.6119";"1.7723";"1.5025";"1.1043";"0.6825";"0.6706";"0.2126";"0.1086";"0.0544";"0.2387";"0.6021";"1.1002";"0.1086"
"e-298778";"Z_4";"5";"product";"TRUE";"5";"10";"1";"cubic";"100";"0";"0";"0";"0";"0";"8e-04";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1e-04";"2e-04";"0";"0";"0";"0";"0";"0";"0";"1e-04";"0";"0";"0";"0";"0"
"s-844437";"Z_1";"5";"sum";"FALSE";"5";"1";"0.5";"cubic";"100";"0.1211";"0.2085";"0.2196";"0.3429";"0.2196";"0.1148";"0.1132";"0.1334";"0.1132";"0.2147";"0.2249";"0.2147";"0.2368";"0.2283";"0.2368";"0.3263";"0.14";"0.3263";"0.1364";"0.2761";"0.1364";"0.2251";"0.1412";"0.2251";"0.2396";"0.3638";"0.2762";"0.3638";"0.3448";"0.1557";"0.2763"
"r-332884";"Z_6";"5";"sum";"FALSE";"5";"5";"0.1";"cubic";"100";"0.1078";"0.2318";"0.0049";"0.0046";"0.1953";"0.0212";"0.0154";"0.0145";"0.1085";"0.0091";"0.0028";"0.2966";"0.0013";"0.0152";"0.0149";"0.0084";"0.0031";"0.027";"0.0953";"0.0221";"0.0214";"0.2061";"0.0177";"0.0051";"0.0022";"0.206";"0.0171";"0.0055";"0.1009";"0.2705";"0.2623"
"q-848563";"Z_6";"50";"product";"FALSE";"50";"1";"1";"log";"100";"0.0026";"0.0015";"0.4621";"0.0412";"0.0023";"0.0034";"0.4612";"0.106";"1e-04";"0.4625";"0.0503";"2e-04";"0.2595";"0.7225";"0.0297";"0.5126";"0.172";"1e-04";"0.2594";"0.7042";"0.0381";"0.2712";"0.7127";"0.0351";"0.1968";"0.2858";"0.5795";"0.0397";"0.1718";"0.1298";"0.1298"
"v-540814";"Z_2";"100";"product";"TRUE";"100";"0.2";"0.5";"cubic";"100";"0.1499";"0.9912";"0.667";"0.1286";"0.6604";"0.4804";"0.3765";"0.1604";"0.4129";"1.3927";"1.0118";"1.3803";"0.6735";"1.1893";"0.6592";"0.7033";"0.5435";"0.8509";"0.4122";"1.0334";"0.4537";"1.4053";"1.1058";"1.392";"1.217";"0.6466";"0.2609";"0.7639";"1.0782";"1.5728";"0.2566"
"z-793678";"Z_3";"2";"product";"FALSE";"2";"1";"5";"cubic";"100";"0";"0";"0.1404";"0";"0";"1e-04";"0";"0";"0";"0.0016";"1e-04";"0";"0";"0";"0";"0.003";"1e-04";"0";"0.2906";"0";"0";"0.0019";"0";"0";"0";"0.0036";"1e-04";"0";"0";"1e-04";"2e-04"
"i-251773";"Z_2";"20";"product";"TRUE";"20";"0.5";"1";"square";"100";"0.3711";"0.0019";"0.0131";"0.0139";"0.0015";"0.389";"0.3682";"0.3321";"0.3788";"0.0056";"0.0074";"0.0027";"0.0145";"0.0078";"0.0134";"0.3827";"0.3171";"0.3989";"0.3281";"0.3821";"0.2824";"0.008";"0.0047";"0.0137";"0.0149";"0.307";"0.3912";"0.3324";"0.2853";"0.0152";"0.3193"
"i-555117";"Z_3";"2";"product";"TRUE";"2";"0.2";"2";"log";"100";"0.7355";"0.311";"0.2221";"0.6771";"0.238";"0.6641";"0.238";"0.6992";"0.238";"0.207";"0.2913";"0.4506";"0.2221";"0.7707";"0.1792";"0.238";"0.6992";"0.2549";"0.238";"0.7794";"0.207";"0.207";"0.7259";"0.1927";"0.238";"0.238";"0.7524";"0.207";"0.2221";"0.3533";"0.2549"
"m-436554";"Z_2";"100";"product";"TRUE";"100";"0";"10";"cubic";"100";"3e-04";"0.0019";"0.006";"0.1365";"0.0061";"0";"0";"0.0014";"0";"9e-04";"0.0025";"8e-04";"0.0087";"2e-04";"0.0088";"0";"0";"0";"0";"0";"0";"0.0011";"0.001";"0.0011";"4e-04";"2e-04";"0";"2e-04";"1e-04";"0.001";"0"
"w-856799";"Z_6";"3";"sum";"TRUE";"3";"0";"0.2";"cubic";"100";"1.5667";"0.4635";"0.6065";"0.8825";"1.1769";"1.7415";"1.8039";"1.7929";"1.0788";"0.69";"0.6347";"0.5188";"0.8463";"0.8066";"1.0565";"0.7356";"0.9109";"1.1561";"1.6885";"1.6438";"1.4514";"1.3489";"0.7465";"0.6762";"0.9645";"1.095";"0.5696";"0.7467";"1.3475";"1.3845";"0.9566"
"g-318309";"Z_5";"100";"product";"FALSE";"100";"0";"0.5";"square";"100";"1.0994";"1.1888";"1.208";"1.002";"1.2317";"1.1006";"1.0962";"0.8649";"1.0663";"1.1402";"0.8695";"1.1792";"0.9718";"0.3667";"0.9593";"1.1001";"0.8466";"1.0567";"0.8607";"0.3664";"0.8004";"0.8277";"0.3084";"0.8385";"0.2181";"0.8244";"0.2755";"0.798";"0.215";"0.1514";"0.1248"
"p-303420";"Z_3";"2";"product";"TRUE";"2";"5";"5";"log";"100";"1e-04";"0";"0";"0";"0";"1e-04";"7e-04";"1e-04";"0";"0";"0";"0";"0";"0";"0";"8e-04";"1e-04";"1e-04";"8e-04";"0.001";"0";"0";"0";"0";"0";"8e-04";"0.001";"1e-04";"5e-04";"0";"2e-04"
"p-334535";"Z_2";"20";"product";"TRUE";"20";"0.2";"0.5";"square";"100";"0.5133";"0.1501";"0.1006";"0.1004";"0.1224";"0.4657";"0.5096";"0.5199";"0.5753";"0.1688";"0.1548";"0.1543";"0.1009";"0.1245";"0.1359";"0.4639";"0.5352";"0.4694";"0.5144";"0.5757";"0.7305";"0.1702";"0.1765";"0.1556";"0.1384";"0.5344";"0.4734";"0.5343";"0.731";"0.1761";"0.5272"
"f-168637";"Z_5";"20";"product";"TRUE";"20";"0.2";"0.2";"softplus";"100";"0.0849";"0.0865";"0.1236";"0.138";"0.7582";"0.0837";"0.0786";"0.1132";"0.8464";"0.1054";"0.1156";"0.6953";"0.147";"1.1517";"0.9352";"0.0743";"0.1114";"1.2494";"0.0989";"1.0644";"1.0099";"0.1325";"1.0503";"0.9088";"1.3087";"0.0982";"1.0644";"1.4105";"1.1517";"1.3253";"1.2284"
"x-853901";"Z_4";"3";"product";"TRUE";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"r-142668";"Z_3";"2";"sum";"FALSE";"2";"2";"0";"cubic";"2000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
