"ID";"target";"eta_df";"multiplic";"shift";"epsilon_df";"meanshift";"strength";"F_id";"N";"pvSet_1";"pvSet_2";"pvSet_3";"pvSet_4";"pvSet_5";"pvSet_6";"pvSet_7";"pvSet_8";"pvSet_9";"pvSet_10";"pvSet_11";"pvSet_12";"pvSet_13";"pvSet_14";"pvSet_15";"pvSet_16";"pvSet_17";"pvSet_18";"pvSet_19";"pvSet_20";"pvSet_21";"pvSet_22";"pvSet_23";"pvSet_24";"pvSet_25";"pvSet_26";"pvSet_27";"pvSet_28";"pvSet_29";"pvSet_30";"pvSet_31"
"c-704596";"Z_2";"100";"sum";"TRUE";"100";"0";"2";"cubic";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"h-705454";"Z_5";"100";"product";"TRUE";"100";"2";"0.2";"softplus";"500";"0.4902";"0.4708";"0.4763";"0.4885";"0";"0.4768";"0.4948";"0.5043";"0";"0.4834";"0.4892";"0";"0.487";"5e-04";"0";"0.4822";"0.4719";"0";"0.4938";"5e-04";"0";"0.4803";"8e-04";"0";"0";"0.4709";"0.0069";"0";"0";"0";"3e-04"
"l-787149";"Z_6";"2";"product";"TRUE";"2";"0.2";"5";"square";"500";"0.6131";"0";"0.1004";"0";"0.3141";"0.5259";"0.084";"0.1227";"0.7069";"0.0844";"0";"0.0035";"0.1443";"0.1064";"1.3653";"0.1102";"0.0041";"0.5847";"0.1295";"0.1076";"0.1347";"0.1305";"0.1087";"0";"0.1123";"0.1655";"0.1141";"0.0162";"0.1121";"0.1133";"0.1139"
"p-830757";"Z_4";"10";"product";"TRUE";"10";"1";"1";"log";"500";"0";"0";"0.3872";"0";"8e-04";"0";"0.4844";"0";"1e-04";"0.4197";"0";"0";"0.3758";"0.3976";"0";"0.2306";"0";"0.0322";"0.4685";"0.5003";"0";"0.4036";"0.4076";"0";"0.6083";"0.2331";"0.2773";"9e-04";"0.8356";"0.7527";"0.4809"
"x-907894";"Z_2";"20";"sum";"FALSE";"20";"2";"0.5";"square";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3e-04";"1e-04";"0.0126";"0";"0";"0";"0";"0";"0";"1e-04";"0";"0.0057";"0.0088";"0";"0";"0";"0";"0.0044";"0"
"r-467994";"Z_2";"5";"product";"FALSE";"5";"5";"0.1";"softplus";"500";"0.0068";"0";"0";"0";"0";"0";"0.0011";"0.0055";"5e-04";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.001";"1e-04";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"j-896222";"Z_2";"50";"product";"FALSE";"50";"10";"10";"square";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"u-937636";"Z_1";"2";"product";"TRUE";"2";"5";"10";"log";"500";"0.6284";"0.1541";"0.314";"1.5817";"1.5371";"0.0784";"0.8614";"0.8505";"0.1068";"1.2028";"1.1918";"0.7398";"1.6462";"0.6699";"0.781";"0.184";"0.1928";"0.0177";"0.909";"0.1058";"0.056";"1.1894";"0.7529";"0.4372";"0.8086";"0.1988";"0.02";"0.0089";"0.0575";"0.4543";"0.0105"
"j-838068";"Z_1";"3";"sum";"TRUE";"3";"0.1";"10";"log";"500";"1.0381";"1.5741";"1.4474";"1.1695";"1.5463";"0.1842";"1.9452";"1.0463";"1.9629";"1.6164";"1.7081";"1.5838";"1.4775";"1.444";"1.5776";"0.1701";"0.1572";"0.2211";"1.8959";"1.8183";"1.1781";"1.6532";"1.6335";"1.784";"1.4498";"0.1337";"0.1786";"0.1398";"1.8181";"1.6528";"0.159"
"l-506513";"Z_6";"100";"sum";"FALSE";"100";"0.1";"10";"log";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"b-964410";"Z_1";"50";"product";"FALSE";"50";"0.2";"10";"cubic";"500";"0";"0.0036";"0.1293";"1.5399";"0.9244";"0";"0";"0";"0";"0.0035";"0.0059";"0.1032";"0.2149";"0.5972";"0.9214";"0";"0";"0";"0";"0";"0";"0.0057";"0.0392";"0.1034";"0.5946";"0";"0";"0";"0";"0.0395";"0"
"a-609172";"Z_1";"50";"product";"FALSE";"50";"0.2";"0";"cubic";"500";"0";"0";"0.0491";"0.1582";"0.0836";"0";"0";"0";"0";"0";"0";"0.0155";"0.0508";"0.0488";"0.0931";"0";"0";"0";"0";"0";"0";"0";"0.0014";"0.0172";"0.0541";"0";"0";"0";"0";"0.0016";"0"
"t-377738";"Z_4";"20";"product";"TRUE";"20";"1";"5";"log";"500";"0";"0";"0.0184";"0";"0";"0";"0.0218";"0";"0";"0.02";"0";"0";"0.0224";"0.0343";"0";"0.0237";"0";"0";"0.0244";"0.0481";"0";"0.0229";"0.0382";"0";"0.0406";"0.0248";"0.0451";"0";"0.0573";"0.0452";"0.051"
"s-915605";"Z_5";"2";"product";"FALSE";"2";"0.1";"0";"cubic";"500";"0.0798";"0.0796";"0.0907";"0.1105";"0.0758";"0.112";"0.1201";"0.1357";"0.0917";"0.0811";"0.1021";"0.0786";"0.1101";"0.0905";"0.1098";"0.0901";"0.1098";"0.1122";"0.1222";"0.1171";"0.1351";"0.0971";"0.0827";"0.0984";"0.1077";"0.1034";"0.0901";"0.1054";"0.1222";"0.099";"0.1124"
"r-176601";"Z_4";"50";"sum";"FALSE";"50";"0.1";"0.5";"cubic";"500";"0.0012";"0";"0";"1e-04";"0";"0";"0";"0.0012";"0.0016";"0";"0";"0";"0";"0";"7e-04";"0";"0";"0";"0";"0";"6e-04";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"x-153864";"Z_1";"20";"product";"TRUE";"20";"0.1";"0.2";"softplus";"500";"0.2674";"0.5814";"0.2473";"0.5374";"0.8325";"0.018";"0.0783";"0.2586";"0.798";"0.4423";"0.5211";"0.4831";"0.2688";"0.4515";"0.6199";"0.022";"0.012";"0.0099";"0.0814";"0.2231";"0.2296";"0.4265";"0.3464";"0.4045";"0.5991";"0.0154";"0.0134";"0.0106";"0.2196";"0.2376";"0.0136"
"u-711819";"Z_4";"10";"sum";"FALSE";"10";"10";"0.2";"log";"500";"0";"0";"1.7032";"0";"0";"0";"1.6269";"0";"0";"1.6932";"0";"0";"1.6964";"1.4304";"7e-04";"1.5613";"0";"0";"1.6252";"1.3757";"0.012";"1.6913";"1.425";"0.049";"1.1731";"1.5517";"1.3332";"0.0305";"1.253";"1.4025";"1.2328"
"p-965521";"Z_4";"20";"product";"TRUE";"20";"0.2";"0";"square";"500";"0.0055";"0.0036";"0.0026";"0.0029";"0.0029";"0.0046";"0.0026";"0.0052";"0.0048";"0.0029";"0.0034";"0.0034";"0.0025";"0.0026";"0.0028";"0.0027";"0.0044";"0.0037";"0.0025";"0.0026";"0.0029";"0.0028";"0.0029";"0.0032";"0.003";"0.0026";"0.0026";"0.003";"0.003";"0.0035";"0.0033"
"o-852310";"Z_5";"50";"product";"FALSE";"50";"2";"1";"cubic";"500";"1.1131";"1.1396";"1.1376";"0.9984";"1.1093";"0.9899";"1.0572";"0.9393";"1.1048";"1.0997";"0.9992";"1.0912";"0.9278";"1.0979";"1.0889";"0.935";"0.9097";"1.0926";"0.8955";"1.0973";"1.0901";"1.0388";"1.0266";"1.0084";"0.9907";"0.9285";"1.0284";"1.0109";"0.993";"0.9849";"0.9887"
"k-543815";"Z_5";"5";"product";"FALSE";"5";"10";"2";"square";"500";"0.1732";"0.176";"0.1167";"0.1841";"0.1323";"0.1636";"0.1009";"0.1732";"0.1299";"0.1153";"0.174";"0.1311";"0.1175";"0.066";"0.1317";"0.1016";"0.1636";"0.1178";"0.1019";"0.0654";"0.1296";"0.1139";"0.0681";"0.1289";"0.0654";"0.1021";"0.0662";"0.1181";"0.0652";"0.0671";"0.0647"
"n-103807";"Z_6";"3";"product";"FALSE";"3";"10";"1";"log";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"o-878797";"Z_5";"20";"product";"FALSE";"20";"1";"0.5";"square";"500";"1.6665";"1.6559";"1.6217";"1.6888";"0";"1.6609";"1.6747";"1.7454";"0";"1.6816";"1.7487";"0";"1.6917";"0";"0";"1.6694";"1.747";"0";"1.7412";"0";"0";"1.7561";"0";"0";"0";"1.7416";"0";"0";"0";"0";"0"
"o-193959";"Z_1";"10";"sum";"FALSE";"10";"10";"0.2";"cubic";"500";"0";"0.0592";"0.311";"0.4347";"0.5955";"0";"0";"0";"5e-04";"0.051";"0.058";"0.3206";"0.3282";"0.6691";"0.6078";"0";"0";"0";"0";"2e-04";"5e-04";"0.0495";"0.2699";"0.3328";"0.6788";"0";"0";"0";"2e-04";"0.2807";"0"
"g-330070";"Z_4";"50";"sum";"TRUE";"50";"1";"0.1";"cubic";"500";"0.6066";"0.0225";"1.3456";"0.4937";"0.4203";"0.3981";"1.4108";"0.802";"0.0962";"0.2285";"0.0361";"0.078";"1.4798";"1.1134";"0.444";"0.2218";"0.2844";"0.1891";"1.2962";"0.3141";"0.1016";"0.2314";"0.1994";"0.3289";"1.1561";"0.222";"0.4289";"0.1951";"0.6192";"1.4653";"0.4892"
"e-735693";"Z_4";"3";"product";"FALSE";"3";"5";"0.2";"softplus";"500";"0";"0";"2e-04";"0";"0";"0";"3e-04";"0";"0";"1e-04";"0";"0";"3e-04";"3e-04";"0";"2e-04";"0";"0";"3e-04";"4e-04";"0";"2e-04";"2e-04";"0";"3e-04";"2e-04";"2e-04";"0";"4e-04";"2e-04";"2e-04"
"d-250864";"Z_3";"3";"sum";"FALSE";"3";"0.1";"0.1";"square";"500";"0";"0";"1e-04";"0";"0";"0.2537";"0";"0";"0";"1e-04";"0";"0";"1e-04";"0";"0";"0.0437";"0.1846";"0.0082";"0";"0.0012";"0";"1e-04";"0";"0";"0";"0.0474";"0.0087";"0.0171";"0";"0";"0.0134"
"s-913298";"Z_3";"2";"sum";"FALSE";"2";"1";"0.2";"log";"500";"0.001";"0.0023";"0.0477";"0";"0";"1.5025";"0.0279";"0.0021";"0.116";"0.0662";"0.0265";"0.1563";"0.038";"0.0194";"0";"0.9368";"1.4925";"1.6092";"0.0367";"0.393";"0.0014";"0.2817";"0.7972";"0";"0";"0.82";"1.0846";"0.1547";"0.003";"0";"0.2397"
"h-182175";"Z_4";"50";"product";"FALSE";"50";"0";"0.5";"square";"200";"2e-04";"2e-04";"0.0804";"3e-04";"2e-04";"2e-04";"0.0628";"3e-04";"2e-04";"0.0739";"3e-04";"2e-04";"0.0701";"0.0972";"3e-04";"0.0648";"4e-04";"2e-04";"0.0677";"0.0739";"3e-04";"0.0829";"0.085";"3e-04";"0.086";"0.0708";"0.073";"3e-04";"0.0822";"0.0947";"0.0829"
"y-218839";"Z_4";"5";"sum";"FALSE";"5";"0.5";"5";"log";"200";"0";"0";"0.8313";"0";"0";"0";"0.9663";"0";"0";"0.8628";"0";"0";"0.349";"0.7837";"0";"0.3895";"0";"0";"0.4444";"0.9275";"0";"0.3562";"0.8377";"0";"0.4244";"0.1827";"0.3634";"0";"0.4614";"0.4284";"0.1805"
"e-642514";"Z_4";"20";"product";"FALSE";"20";"0.1";"0.2";"square";"200";"0.163";"0.662";"0.0685";"0.565";"0.3376";"0.236";"0.4404";"0.3788";"0.0131";"0.7145";"0.6664";"0.1868";"0.0927";"0.477";"0.6634";"0.4366";"0.3934";"0.0211";"0.4461";"0.4533";"0.0285";"0.7206";"0.7168";"0.3197";"0.4592";"0.4427";"0.4503";"0.0259";"0.4697";"0.7298";"0.45"
"n-296094";"Z_5";"3";"product";"FALSE";"3";"0.2";"2";"cubic";"200";"0.1405";"0.1415";"0";"0.1415";"0.1263";"0.1428";"0.1424";"0.1428";"0.1379";"0";"0.1399";"0.1406";"0.1415";"0.1406";"0.1406";"0.1426";"0.1428";"0.1425";"0.1428";"0.1425";"0.1425";"0.1399";"0.1402";"0.1402";"0.1406";"0.1428";"0.1426";"0.1426";"0.1425";"0.1402";"0.1426"
"w-459288";"Z_6";"3";"product";"TRUE";"3";"1";"10";"square";"200";"0.0013";"0";"0";"0";"0";"0.2186";"0";"8e-04";"0.0197";"0";"0";"1e-04";"0";"0";"0";"0";"0.1758";"0.0045";"0";"0";"0.0198";"0";"0";"3e-04";"0";"0";"0";"0.0048";"0";"0";"0"
"h-440336";"Z_4";"10";"product";"TRUE";"10";"2";"0.5";"log";"200";"4e-04";"0.0119";"0.5853";"0";"0.0275";"1e-04";"0.6829";"4e-04";"0.0064";"0.5826";"0.0089";"0.0889";"0.4828";"0.3421";"0.004";"0.711";"1e-04";"0.002";"0.5694";"0.4101";"0.0147";"0.4814";"0.3371";"0.0173";"0.4135";"0.5875";"0.4145";"0.0122";"0.4633";"0.3928";"0.4758"
"p-289098";"Z_2";"5";"product";"FALSE";"5";"0";"0.5";"log";"200";"1.7423";"1.5608";"0.3706";"0.3177";"0.5205";"1.014";"1.6596";"1.7842";"1.7695";"1.5932";"1.6697";"1.6806";"0.2811";"0.3822";"0.5235";"1.2435";"0.979";"0.9595";"1.8464";"1.7935";"1.6605";"1.6757";"1.6887";"1.658";"0.784";"1.334";"1.2202";"0.9498";"1.4356";"1.6658";"1.2912"
"w-394110";"Z_2";"20";"sum";"FALSE";"20";"0";"1";"log";"200";"0.2981";"0.3503";"1.6974";"1.6906";"1.116";"0.2575";"0.3271";"0.3657";"0.3304";"0.3024";"0.3722";"0.3712";"1.7267";"1.1885";"0.7239";"0.2152";"0.2808";"0.2737";"0.3874";"0.4093";"0.3271";"0.3137";"0.3131";"0.3579";"0.5985";"0.2287";"0.2348";"0.3206";"0.3087";"0.3133";"0.2847"
"s-536095";"Z_4";"10";"product";"FALSE";"10";"5";"1";"softplus";"200";"0";"5e-04";"0.003";"0.0162";"0";"0.0225";"0.0046";"0.0342";"0";"0.003";"0.0055";"0.0029";"0.0105";"0.0065";"0.0504";"0.0029";"0.0377";"0.0435";"0.0154";"0.0121";"0.0989";"0.0114";"0.0063";"0.023";"0.0153";"0.0115";"0.0059";"0.0419";"0.0247";"0.014";"0.0164"
"b-146960";"Z_3";"5";"sum";"FALSE";"5";"0.1";"0.2";"square";"200";"1.1597";"0.8383";"0.8325";"0.7899";"0.0899";"0.7528";"1.1582";"1.1687";"0.0603";"0.8374";"0.6071";"0.0859";"0.7931";"0.0859";"0.2313";"0.74";"0.7765";"0.1067";"1.1795";"0.0544";"0.2455";"0.4939";"0.0818";"0.2313";"0.2313";"0.7048";"0.0874";"0.3668";"0.3098";"0.2313";"0.4555"
"e-315500";"Z_4";"5";"sum";"TRUE";"5";"10";"0";"cubic";"200";"0.96";"0.412";"0.125";"0.0013";"0.4485";"0.7243";"1.7035";"0.9719";"0.9158";"0.7586";"0.4422";"1.8719";"0.2144";"0.3066";"0.397";"0.342";"0.7216";"0.3845";"1.728";"0.6937";"0.9298";"0.7179";"0.5695";"1.8746";"0.3037";"0.3107";"0.7556";"0.3869";"0.6954";"0.6697";"0.7916"
"j-641859";"Z_6";"10";"sum";"FALSE";"10";"5";"0.2";"log";"200";"0";"0";"0";"0";"0";"0";"0";"0";"1e-04";"0";"0";"0.0076";"0";"0";"0";"0";"0";"1e-04";"0";"0";"0.022";"0";"0";"0.0047";"1e-04";"0";"1e-04";"0.0297";"1e-04";"1e-04";"2e-04"
"s-104571";"Z_4";"5";"sum";"FALSE";"5";"0.5";"0";"log";"200";"1e-04";"0";"0.5299";"0";"0.0013";"1e-04";"0.5284";"1e-04";"0.006";"0.5194";"1e-04";"0.0061";"0.5178";"0.5305";"0.0049";"0.5253";"1e-04";"0.0055";"0.517";"0.5299";"0.0146";"0.505";"0.5188";"0.0131";"0.5536";"0.5166";"0.5272";"0.0123";"0.5504";"0.5362";"0.5352"
"a-405632";"Z_4";"2";"sum";"FALSE";"2";"2";"2";"cubic";"200";"0.7196";"1.2357";"0.3351";"0.4268";"0.4263";"0.7222";"0.0178";"0.7186";"0.7474";"0.2399";"1.2198";"0.827";"0.2661";"0.0024";"0.5172";"0.337";"0.5819";"0.7695";"1.3856";"0.3627";"1.2223";"0.2658";"0.228";"1.2412";"0.1496";"0.3467";"0.3793";"0.9045";"0.3587";"0.25";"0.3688"
"x-111243";"Z_4";"2";"sum";"TRUE";"2";"0.2";"0";"cubic";"200";"1.1731";"0.7255";"0.585";"0.5918";"0.6115";"1.6065";"0.4038";"0.6492";"0.0356";"0.0646";"0.5062";"0.011";"0.585";"0.0153";"0.626";"0.2808";"0.3462";"0.277";"0.585";"0.243";"0.0246";"0.0183";"0.0657";"0.531";"0.051";"0.2762";"0.2398";"0.2066";"0.2156";"0.0382";"0.4271"
"s-763201";"Z_3";"100";"sum";"FALSE";"100";"0.2";"0";"log";"200";"0.0393";"0";"0.0145";"0";"0";"0.5973";"1.1548";"0.0478";"0.3441";"0.1236";"0";"0";"0.0138";"0.0396";"0";"0.4395";"0.5639";"0.6724";"0.9434";"1.1462";"0.3965";"0.1598";"0.0908";"0";"0.0971";"0.3544";"0.5879";"1.1639";"0.9481";"0.0986";"0.6782"
"f-466067";"Z_5";"100";"sum";"TRUE";"100";"10";"1";"square";"200";"1.5963";"1.583";"1.593";"1.5853";"0.0237";"1.6231";"1.5998";"1.596";"0.0202";"1.5883";"1.5852";"0.0098";"1.5795";"0";"0.0172";"1.537";"1.5227";"0.0129";"1.59";"0";"0.017";"1.5774";"0";"0.0173";"0";"1.4981";"0";"0.0151";"0";"0";"0"
"x-859855";"Z_4";"100";"product";"FALSE";"100";"2";"0.5";"square";"200";"0";"0";"0";"0";"1e-04";"0";"0";"0";"3e-04";"0";"0";"3e-04";"0";"1e-04";"1e-04";"0";"0";"3e-04";"0";"2e-04";"3e-04";"0";"2e-04";"5e-04";"1e-04";"0";"2e-04";"4e-04";"2e-04";"4e-04";"3e-04"
"x-465941";"Z_4";"20";"sum";"FALSE";"20";"10";"0.5";"softplus";"200";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.1434";"0";"0";"0";"0";"0";"0.1366";"0";"0";"0.1227";"0";"0";"0";"0.0875";"0";"0";"0"
"k-419850";"Z_2";"100";"sum";"TRUE";"100";"0";"0.1";"log";"200";"0.7427";"1.2379";"1.3475";"1.9165";"1.7254";"0.7764";"0.5543";"0.8381";"0.7427";"1.2981";"1.2689";"1.2563";"1.3419";"1.0056";"0.7306";"0.7764";"0.6712";"0.6636";"0.6123";"0.5609";"0.6707";"1.3174";"1.2998";"1.2438";"0.7498";"0.7023";"0.6905";"0.675";"0.5897";"1.3584";"0.6827"
"l-738408";"Z_4";"5";"sum";"TRUE";"5";"0.1";"0.1";"softplus";"200";"0.2395";"0.1995";"0.1272";"0.1822";"0.2647";"0.1925";"0.1378";"0.1846";"0.3241";"0.1351";"0.1808";"0.2705";"0.1139";"0.119";"0.0581";"0.137";"0.16";"0.236";"0.1202";"0.1286";"0.0574";"0.1207";"0.1259";"0.0559";"0.0876";"0.1214";"0.1277";"0.0552";"0.0792";"0.0781";"0.0785"
"n-275277";"Z_3";"100";"product";"FALSE";"100";"2";"0.5";"log";"200";"2e-04";"0";"0";"0";"0";"0.6727";"1e-04";"3e-04";"1e-04";"0";"0";"0";"0";"0";"0";"0.6733";"1.2801";"0.8278";"2e-04";"4e-04";"8e-04";"0";"0";"0";"0";"1.0211";"0.8461";"0.8099";"4e-04";"0";"0.8082"
"p-811945";"Z_4";"2";"sum";"TRUE";"2";"0.2";"0";"log";"200";"0.1667";"0.9558";"1.4302";"1.7424";"1.4288";"0.0862";"1.4697";"0.171";"0.5239";"1.4628";"0.9916";"1.3587";"1.5609";"1.2991";"1.2564";"1.4824";"0.0804";"0.327";"1.5761";"1.3256";"1.2787";"1.5508";"1.2699";"1.2847";"1.2764";"1.5634";"1.2996";"1.2909";"1.2963";"1.3248";"1.333"
"s-799867";"Z_1";"50";"sum";"FALSE";"50";"2";"0.2";"cubic";"200";"0.1313";"0.1595";"0.2147";"0.1797";"0.1523";"0.0639";"0.1273";"0.133";"0.3831";"0.0708";"0.127";"0.1797";"0.1534";"0.1127";"0.1941";"0.1375";"0.0688";"0.4512";"0.1361";"0.3574";"0.416";"0.0799";"0.2292";"0.208";"0.1307";"0.15";"0.6737";"0.4954";"0.3966";"0.2284";"0.6182"
"x-420048";"Z_6";"2";"product";"FALSE";"2";"0.2";"0";"softplus";"200";"0";"0";"0";"0";"0.085";"0";"0";"0";"0.1456";"0";"0";"0.0802";"0";"0.3216";"0.0029";"0";"0";"0.4795";"0";"0.388";"0.0148";"0";"0.455";"0.0023";"0.3152";"0";"0.3779";"0.0492";"0.4408";"0.3534";"0.4472"
"g-337328";"Z_2";"10";"product";"FALSE";"10";"0";"1";"cubic";"200";"0.2906";"0.0849";"0.4483";"0.3599";"0.9985";"0.7091";"0.4497";"0.2872";"1.1834";"0.0831";"0.1195";"0.5878";"0.4942";"1";"0.8975";"0.7183";"0.8659";"0.4897";"0.5459";"0.8572";"1.1368";"0.1177";"0.4005";"0.6521";"0.8341";"0.9152";"0.4293";"0.4439";"0.7344";"0.4404";"0.4278"
"l-984372";"Z_3";"5";"sum";"TRUE";"5";"1";"5";"softplus";"200";"0.0059";"0.0122";"0.0101";"0";"0";"0";"0.0068";"0.0076";"3e-04";"0.0039";"0.0147";"3e-04";"0.0103";"4e-04";"0";"0";"0";"0";"0.0116";"2e-04";"0";"0.0133";"3e-04";"0";"0";"0";"0";"0";"0";"0";"0"
"i-991438";"Z_2";"100";"product";"TRUE";"100";"0";"0.2";"square";"200";"1.0544";"0.022";"0.0261";"0.0224";"0.021";"1.2155";"1.089";"1.0201";"1.0902";"0.0273";"0.0228";"0.0238";"0.0265";"0.0253";"0.0213";"1.0957";"1.1012";"1.0794";"1.0829";"1.1353";"0.988";"0.0276";"0.0298";"0.0239";"0.0258";"1.129";"0.99";"1.0209";"1.0434";"0.0298";"0.9599"
"i-596634";"Z_2";"5";"sum";"TRUE";"5";"5";"0.5";"cubic";"200";"0";"0";"0";"0";"0";"1e-04";"0.0454";"0";"0";"0";"0";"0";"0";"0";"0";"1e-04";"1e-04";"0";"9e-04";"0";"0";"0";"0";"0";"0";"1e-04";"0";"0";"0";"0";"0"
"y-664156";"Z_6";"50";"product";"FALSE";"50";"1";"5";"square";"200";"0.0707";"6e-04";"0";"0";"0.0027";"0.0037";"0";"0.0707";"0.0695";"0";"0.0015";"0.0105";"0";"0";"0.0028";"0";"0.0038";"0.0055";"0";"0";"0.0693";"0";"0";"0.0105";"0";"0";"0";"0.0057";"0";"0";"0"
"q-712771";"Z_2";"3";"product";"FALSE";"3";"2";"2";"square";"200";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"r-784671";"Z_1";"50";"sum";"FALSE";"50";"5";"0.2";"log";"200";"0";"0";"0.0022";"0.7441";"0.1091";"0";"0";"0";"0";"0";"0";"0";"0.0629";"0.0023";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"r-931255";"Z_2";"50";"product";"TRUE";"50";"1";"2";"log";"200";"0.0821";"1e-04";"0.0011";"0";"0.0378";"0.075";"0.0916";"0.0168";"0.0896";"2e-04";"5e-04";"3e-04";"0.0016";"0.003";"4e-04";"0.0732";"0.0166";"0.0523";"0.0337";"0.0759";"0.0315";"6e-04";"2e-04";"7e-04";"2e-04";"0.0223";"0.0507";"0.0498";"0.0347";"9e-04";"0.0421"
"v-619006";"Z_4";"3";"sum";"FALSE";"3";"5";"0.1";"cubic";"200";"1.6574";"0.3897";"1.7476";"1.9274";"1.9131";"0.558";"0.158";"1.6609";"0.5595";"1.3015";"1.2237";"1.6232";"1.5178";"1.1481";"1.9235";"0.2795";"0.5708";"0.6338";"0.4042";"0.6209";"0.5595";"1.5178";"1.5977";"1.6431";"1.9225";"0.0839";"0.7446";"0.6469";"0.5957";"1.6074";"0.7746"
"h-700028";"Z_6";"20";"sum";"FALSE";"20";"5";"1";"square";"200";"0";"0";"0";"6e-04";"0.0695";"0";"0";"0";"0.0031";"0";"6e-04";"0.0688";"0";"0";"0.0986";"0";"0";"0";"0";"0";"0.0025";"0";"0";"0.0975";"0";"0";"0";"0";"0";"0";"0"
"v-739243";"Z_5";"5";"sum";"TRUE";"5";"0";"0.2";"log";"200";"0.3332";"0.2877";"0.3539";"0.215";"0.8279";"0.3233";"0.396";"0.2136";"0.1482";"0.4078";"0.2041";"0.7789";"0.2235";"0.1099";"0.1451";"0.4223";"0.2398";"0.1297";"0.2523";"0.113";"0.1792";"0.2772";"0.1121";"0.2236";"0.0982";"0.2687";"0.1132";"0.0836";"0.0995";"0.0985";"0.0986"
"f-451427";"Z_1";"50";"sum";"FALSE";"50";"10";"1";"cubic";"200";"0.225";"0.0392";"0";"1.0594";"0.5617";"0.2693";"0.0259";"0.193";"0.6304";"0";"0.0428";"0.0395";"0.199";"0.1656";"0.6024";"0.0452";"0.2236";"0.3603";"0.1555";"0.5244";"0.5317";"0.0423";"0.0149";"0.0438";"0.1708";"0.263";"0.2899";"0.3439";"0.5126";"0.0156";"0.2703"
"e-573916";"Z_6";"50";"product";"FALSE";"50";"1";"2";"square";"200";"0";"0";"3e-04";"0";"0";"0";"3e-04";"0";"0";"3e-04";"0";"0";"3e-04";"0.0013";"0";"3e-04";"0";"0";"3e-04";"0.0016";"0";"3e-04";"9e-04";"0";"8e-04";"3e-04";"0.0016";"0";"8e-04";"8e-04";"8e-04"
"c-774521";"Z_6";"2";"product";"FALSE";"2";"0.2";"0.1";"softplus";"200";"2e-04";"2e-04";"7e-04";"1e-04";"0.2236";"4e-04";"0.0019";"2e-04";"0.1295";"0.001";"2e-04";"0.1859";"7e-04";"0.1442";"0.001";"0.0019";"3e-04";"2e-04";"0.0018";"0.1451";"5e-04";"9e-04";"0.1404";"0.001";"0.0696";"0.0018";"0.108";"4e-04";"0.0744";"0.0706";"0.0722"
"x-409325";"Z_2";"2";"sum";"TRUE";"2";"0";"0";"log";"200";"1.4291";"0.9658";"0.9675";"1.8074";"1.1469";"1.1916";"1.5292";"1.4109";"1.5052";"0.8043";"1.1023";"1.0481";"0.8554";"1.511";"1.0833";"1.2099";"1.2368";"1.2548";"1.5325";"1.5635";"1.4719";"0.9393";"0.8654";"1.06";"1.3498";"1.2459";"1.2622";"1.2545";"1.5028";"0.9234";"1.262"
"m-304082";"Z_6";"10";"sum";"TRUE";"10";"0.2";"0.5";"square";"200";"0.6461";"0.6426";"0.045";"1.8623";"1.6999";"1.089";"0.0632";"0.9062";"1.7395";"0.0432";"1.9031";"1.6969";"0.1488";"0.5954";"1.7055";"0.0826";"1.0252";"1.8035";"0.2349";"0.7189";"1.6537";"0.1351";"0.7095";"1.7513";"0.6203";"0.2522";"0.7478";"1.8011";"0.7381";"0.7381";"0.7189"
"n-478624";"Z_5";"3";"product";"FALSE";"3";"0.1";"1";"log";"200";"1.1271";"1.1233";"1.1492";"1.0591";"0.063";"1.1256";"1.1478";"1.071";"6e-04";"1.1462";"1.0747";"0.0049";"1.0881";"0";"3e-04";"1.1487";"1.0703";"2e-04";"1.0904";"0";"0";"1.0883";"0";"1e-04";"0";"1.0904";"0";"0";"0";"0";"0"
