"ID";"target";"eta_df";"multiplic";"shift";"epsilon_df";"meanshift";"strength";"F_id";"N";"pvSet_1";"pvSet_2";"pvSet_3";"pvSet_4";"pvSet_5";"pvSet_6";"pvSet_7";"pvSet_8";"pvSet_9";"pvSet_10";"pvSet_11";"pvSet_12";"pvSet_13";"pvSet_14";"pvSet_15";"pvSet_16";"pvSet_17";"pvSet_18";"pvSet_19";"pvSet_20";"pvSet_21";"pvSet_22";"pvSet_23";"pvSet_24";"pvSet_25";"pvSet_26";"pvSet_27";"pvSet_28";"pvSet_29";"pvSet_30";"pvSet_31"
"y-627016";"Z_3";"3";"product";"TRUE";"3";"0.5";"0";"log";"500";"1.424";"1.3278";"0.5763";"1.5345";"1.3091";"1.8516";"0.5552";"1.4629";"1.5362";"0.5763";"1.31";"1.4289";"0.5966";"0.5449";"1.4752";"0.6405";"1.8553";"1.8382";"0.6063";"0.5411";"1.3004";"0.6275";"0.5776";"1.5411";"0.7621";"0.7008";"0.6361";"1.8335";"0.3843";"0.6792";"0.5617"
"t-581258";"Z_5";"2";"sum";"FALSE";"2";"2";"10";"log";"500";"1.4276";"1.5296";"1.4879";"1.5209";"0.0033";"1.4789";"1.4296";"1.4402";"0.258";"1.5203";"1.5339";"0.2522";"1.5043";"0.026";"0.0326";"1.4777";"1.479";"0.907";"1.4393";"0.5374";"0.5318";"1.5236";"0.5503";"0.5722";"0.1424";"1.4768";"0.9691";"1.0359";"0.7706";"0.721";"1.1729"
"m-285960";"Z_6";"20";"product";"TRUE";"20";"1";"2";"cubic";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.001";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1e-04";"3e-04";"0";"0";"0"
"j-537427";"Z_2";"50";"sum";"FALSE";"50";"1";"0";"square";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"g-726314";"Z_5";"50";"sum";"TRUE";"50";"2";"1";"square";"500";"1e-04";"0";"2e-04";"0";"0";"0.7403";"0.0018";"0";"0.1229";"0.0054";"1.3228";"0";"0";"0";"0.1186";"0.591";"0.327";"0.2065";"4e-04";"0";"0.139";"1.3231";"0";"0.0034";"1e-04";"0.5838";"0";"0.2038";"0";"0";"1e-04"
"d-191505";"Z_4";"2";"sum";"TRUE";"2";"5";"1";"cubic";"500";"0";"0";"0";"0";"2e-04";"0";"0";"0";"0";"0";"3e-04";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.0633";"0";"0.0011";"0";"0";"0";"0";"0";"0";"0"
"z-401554";"Z_6";"10";"sum";"FALSE";"10";"1";"10";"cubic";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"k-777264";"Z_4";"3";"product";"TRUE";"3";"0.1";"0";"square";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"n-787159";"Z_1";"3";"sum";"FALSE";"3";"0.5";"0";"softplus";"500";"0";"0.5179";"1.0794";"0.9477";"0.9583";"0";"0";"0";"0";"0.9628";"0.5902";"0.7229";"1.0631";"1.0792";"1.0491";"0";"0";"0";"0";"1e-04";"0";"1.0638";"0.8949";"0.6912";"1.1728";"0";"0";"0";"4e-04";"1.0013";"2e-04"
"q-825270";"Z_1";"100";"sum";"TRUE";"100";"5";"0.2";"softplus";"500";"0";"2e-04";"0.0505";"0.189";"0.192";"0";"0";"0";"0";"0.0052";"0.0026";"0.0028";"0.0505";"0.0322";"0.0395";"0";"0";"0";"0";"0";"0";"0.0054";"0.0074";"0.0028";"0.0062";"0";"0";"0";"0";"0.0061";"0"
"l-498344";"Z_4";"3";"sum";"TRUE";"3";"0.5";"0.2";"cubic";"500";"1.2897";"0.9988";"0.5069";"0.9693";"0.7328";"1.0294";"1.1218";"1.2776";"1.333";"1.0867";"0.9755";"0.9317";"0.5243";"1.1079";"0.8183";"1.5001";"1.0303";"1.3099";"1.1671";"0.8388";"1.379";"1.1884";"1.0894";"1.0382";"0.8868";"1.5164";"1.2309";"1.3202";"0.8502";"1.1271";"1.2274"
"r-169467";"Z_4";"5";"product";"FALSE";"5";"0.1";"10";"log";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"l-702164";"Z_1";"3";"product";"TRUE";"3";"1";"0";"softplus";"500";"0.1527";"0.4246";"0.4126";"0.377";"0.3827";"0.3535";"0.1368";"0.1555";"0.0809";"0.4465";"0.4271";"0.4468";"0.4118";"0.4051";"0.3883";"0.3567";"0.3515";"0.3638";"0.158";"0.0835";"0.1544";"0.4509";"0.4667";"0.4088";"0.4068";"0.3545";"0.367";"0.3459";"0.154";"0.4364";"0.3489"
"l-156307";"Z_2";"50";"sum";"FALSE";"50";"1";"1";"square";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"w-922701";"Z_2";"100";"sum";"FALSE";"100";"0.2";"1";"square";"500";"0.0262";"0.001";"0.0012";"0.0014";"9e-04";"0.0052";"0.0361";"0.0244";"0.0077";"0.001";"0.001";"9e-04";"0.0013";"9e-04";"9e-04";"0.0063";"0.005";"0.0049";"0.0348";"0.0112";"0.0044";"0.0011";"9e-04";"9e-04";"9e-04";"0.006";"0.006";"0.0041";"0.0066";"0.001";"0.0054"
"u-572627";"Z_1";"20";"sum";"FALSE";"20";"10";"0.5";"square";"500";"1e-04";"8e-04";"0.7773";"0.7878";"0.6261";"0";"3e-04";"5e-04";"4e-04";"0.2691";"0.2183";"0.3285";"0.7624";"0.8664";"0.854";"1e-04";"2e-04";"6e-04";"3e-04";"5e-04";"7e-04";"0.2794";"0.3021";"0.3751";"0.843";"1e-04";"2e-04";"5e-04";"6e-04";"0.3096";"2e-04"
"n-790999";"Z_5";"5";"product";"TRUE";"5";"10";"10";"log";"500";"0.691";"0.6557";"0.5988";"0.7403";"0.0014";"0.6243";"0.419";"0.7859";"0.507";"0.7866";"0.7438";"0.507";"0.6699";"0.507";"0.507";"0.377";"0.7349";"0.507";"0.4717";"0.507";"0.507";"0.7198";"0.507";"0.507";"0.507";"0.2995";"0.507";"0.507";"0.507";"0.507";"0.507"
"x-956561";"Z_2";"2";"product";"TRUE";"2";"5";"0";"square";"500";"1.3712";"0.2704";"0.2873";"0.296";"0.286";"1.2657";"1.3802";"1.3808";"1.524";"0.2719";"0.2821";"0.2733";"0.2942";"0.2879";"0.2848";"1.275";"1.2721";"1.3318";"1.3921";"1.4404";"1.5046";"0.2803";"0.2748";"0.2758";"0.2835";"1.2844";"1.3422";"1.3585";"1.4341";"0.2742";"1.3745"
"i-826068";"Z_2";"20";"product";"TRUE";"20";"1";"0.5";"square";"500";"0.2752";"0";"0";"0.004";"2e-04";"0.495";"0.2646";"0.3176";"0.1733";"0";"0";"0";"0";"0";"0.0106";"0.3378";"0.576";"0.4571";"0.2776";"0.1741";"0.2144";"0";"0";"0";"0";"0.3923";"0.307";"0.4719";"0.1892";"0";"0.318"
"l-517698";"Z_3";"3";"sum";"FALSE";"3";"0";"0";"square";"500";"0.0455";"0.0483";"0.0908";"0.0505";"0.0012";"0.0311";"0.0845";"0.0453";"0.0046";"0.0837";"0.0481";"0.0048";"0.0907";"0.0101";"0.0019";"0.0545";"0.0311";"0.0028";"0.0844";"0.0093";"0.0017";"0.0836";"0.009";"0.0017";"0.0041";"0.0545";"0.0053";"0.001";"0.0037";"0.0035";"0.0021"
"y-938250";"Z_5";"3";"product";"TRUE";"3";"10";"2";"softplus";"500";"0.0932";"0.0745";"0.1903";"0.0835";"0";"0.0975";"0.1875";"0.1015";"0";"0.1903";"0.0833";"0";"0.1929";"0";"0";"0.1883";"0.1054";"0";"0.1898";"0";"0";"0.1925";"0";"0";"0";"0.1905";"0";"0";"0";"0";"0"
"i-812427";"Z_2";"3";"product";"FALSE";"3";"2";"0.5";"square";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.0042";"0";"0";"0";"0";"0";"0.0041";"0"
"z-504859";"Z_1";"5";"sum";"FALSE";"5";"0";"1";"square";"500";"0.8992";"0.1677";"0.1675";"0.18";"0.1649";"1.2504";"0.9612";"0.9051";"1.0153";"0.1682";"0.191";"0.1676";"0.1886";"0.1754";"0.1819";"1.1789";"1.2409";"1.2564";"0.9637";"1.0567";"1.0328";"0.1901";"0.1683";"0.1973";"0.1916";"1.1752";"1.1939";"1.2553";"1.068";"0.1927";"1.1969"
"t-201148";"Z_6";"2";"product";"FALSE";"2";"5";"5";"log";"500";"0";"0";"0";"0";"0";"0";"8e-04";"0";"0";"7e-04";"0";"0";"0.0011";"0";"0";"1e-04";"0";"0";"7e-04";"0";"0";"3e-04";"0";"0";"0";"2e-04";"0";"0";"0";"0";"0"
"z-491932";"Z_5";"5";"sum";"TRUE";"5";"0";"0";"log";"500";"1.3743";"1.4037";"1.4034";"1.5101";"0.3124";"1.4076";"1.3424";"1.4965";"0.7341";"1.3774";"1.4976";"0.4615";"1.5181";"1.6696";"1.0384";"1.3943";"1.5374";"0.8023";"1.4669";"1.6608";"0.6242";"1.5048";"1.6616";"0.436";"1.6678";"1.5306";"0.9819";"0.6197";"1.6645";"1.6616";"0.9899"
"a-335755";"Z_2";"20";"product";"FALSE";"20";"0.5";"1";"log";"500";"0.2461";"0";"0";"1e-04";"0";"0.0586";"0.4433";"0.2066";"0.2872";"0";"0";"0";"0";"0";"0";"0.0347";"0.0489";"0.0455";"0.3782";"0.4515";"0.1885";"0";"0";"0";"1e-04";"0.0258";"0.0281";"0.0579";"0.1355";"0";"0.0296"
"b-286267";"Z_1";"100";"product";"TRUE";"100";"10";"10";"log";"500";"0.012";"0.0241";"0.0869";"0.18";"0.0705";"0.0113";"0.4509";"1.5705";"0.0252";"0.2107";"1.3271";"0.0925";"0.4041";"0.0859";"0.0715";"0.3918";"1.2932";"0.0187";"1.47";"0.6685";"1.5879";"1.4176";"0.2347";"0.6912";"0.217";"1.2436";"0.5771";"1.3194";"1.4846";"1.4227";"1.2706"
"k-560579";"Z_4";"5";"product";"FALSE";"5";"0.5";"2";"cubic";"500";"9e-04";"0.0194";"0";"7e-04";"0";"0.005";"0";"8e-04";"0";"0";"9e-04";"0";"0";"0";"0";"0";"0.0346";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1e-04";"0";"0"
"r-430245";"Z_2";"2";"sum";"TRUE";"2";"0.2";"0";"softplus";"500";"0.024";"0.0591";"0.0408";"0.0265";"0.0472";"0.0422";"0.0251";"0.0113";"0.0223";"0.0595";"0.0436";"0.0628";"0.0271";"0.0476";"0.0261";"0.0438";"0.0213";"0.0363";"0.0117";"0.0232";"0.0154";"0.0439";"0.063";"0.0378";"0.0265";"0.0219";"0.038";"0.0194";"0.015";"0.0382";"0.0195"
"g-362111";"Z_2";"20";"product";"FALSE";"20";"1";"10";"softplus";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"e-137194";"Z_3";"100";"sum";"FALSE";"100";"0.1";"10";"log";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"o-532381";"Z_6";"3";"sum";"FALSE";"3";"0.2";"2";"log";"500";"1e-04";"0.0046";"0.1893";"0.0012";"0";"0.0038";"0.1884";"0.0071";"0";"0.1505";"0.0038";"6e-04";"0.2311";"0.0578";"0";"0.1815";"0.0119";"0";"0.2172";"0.0595";"0";"0.189";"0.0393";"0";"0.2688";"0.2315";"0.0382";"1e-04";"0.2594";"0.2499";"0.2913"
"j-833937";"Z_4";"100";"sum";"FALSE";"100";"2";"10";"log";"500";"0";"0";"0";"0";"0";"0";"0.4516";"0";"0";"0";"0";"0";"0";"0";"0";"0.4516";"0";"0";"0.4611";"0.5438";"0";"0";"0";"0";"0";"0.4542";"0.5418";"0";"0.5568";"0";"0.5537"
"c-156837";"Z_3";"20";"sum";"TRUE";"20";"1";"1";"log";"500";"0";"0";"0.0117";"0";"0";"0.5353";"0";"0";"0";"9e-04";"0";"0";"0.0155";"0.0057";"0";"0.1292";"0.6633";"0.4455";"0";"0";"0";"0.0011";"4e-04";"0";"0";"0.1578";"0.3325";"0.0169";"0";"0";"0.0198"
"u-454384";"Z_6";"10";"sum";"FALSE";"10";"2";"5";"log";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1e-04";"0.0046";"0";"0";"0.0017";"0";"0";"2e-04";"0.0036";"1e-04";"0";"1e-04"
"c-653814";"Z_5";"3";"product";"TRUE";"3";"0.2";"2";"log";"500";"0.5776";"0.5934";"0.6054";"0.6057";"0.1343";"0.5857";"0.563";"0.5881";"0.0354";"0.5963";"0.5967";"0.114";"0.6028";"0.0115";"0.1293";"0.5805";"0.5984";"0.059";"0.5576";"0.0086";"0.0384";"0.593";"0.0106";"0.1109";"0.0111";"0.5765";"0.0091";"0.0329";"0.0074";"0.0099";"0.0072"
"f-956007";"Z_3";"100";"sum";"TRUE";"100";"10";"0.5";"softplus";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"u-418417";"Z_1";"100";"sum";"TRUE";"100";"0";"0";"square";"500";"0.2941";"0.5832";"0.3711";"0.3622";"0.5216";"0.2386";"0.3478";"0.2702";"0.2307";"0.4421";"0.4524";"0.5774";"0.274";"0.3948";"0.4144";"0.3237";"0.2328";"0.2754";"0.3089";"0.284";"0.2199";"0.3317";"0.4392";"0.4559";"0.3088";"0.3086";"0.3786";"0.2618";"0.2672";"0.3382";"0.3545"
"v-130956";"Z_6";"50";"product";"FALSE";"50";"0.2";"2";"softplus";"500";"0.0073";"0";"0.0019";"0";"0.0103";"0.1999";"0.0065";"0.0023";"0.0226";"0.0019";"0";"0.0112";"0.0019";"0.0141";"0.0011";"0.0266";"0.1367";"0.0949";"0.0068";"0.042";"0.0125";"0.0019";"0.0139";"0.0012";"0.0072";"0.0259";"0.1278";"0.0269";"0.0219";"0.0071";"0.0778"
"j-539932";"Z_1";"2";"sum";"TRUE";"2";"2";"1";"log";"500";"0";"0";"2e-04";"0.4079";"0";"0.2225";"0";"0";"0";"0";"0";"0";"3e-04";"0";"0";"0.139";"0.2233";"0.2237";"0";"0";"0";"0";"0";"0";"0";"0.1385";"0.1358";"0.2408";"0";"0";"0.1056"
"k-947110";"Z_1";"100";"product";"FALSE";"100";"2";"0.1";"square";"500";"1e-04";"0.954";"0.9312";"0.9194";"0.9446";"0";"1e-04";"1e-04";"0";"0.961";"0.9516";"0.9445";"0.9291";"0.9525";"0.9418";"0";"1e-04";"4e-04";"1e-04";"1e-04";"0";"0.9601";"0.9518";"0.9349";"0.9501";"1e-04";"5e-04";"0.001";"1e-04";"0.9424";"0.001"
"u-203549";"Z_2";"5";"product";"TRUE";"5";"0.2";"10";"softplus";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"c-605241";"Z_6";"100";"sum";"FALSE";"100";"2";"2";"square";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1e-04";"0";"0";"0";"1e-04";"1e-04";"1e-04"
"b-716201";"Z_4";"10";"product";"TRUE";"10";"1";"1";"softplus";"500";"0.0052";"0.1375";"0.0325";"0.008";"0.2302";"0";"0.0987";"0.034";"0.2376";"0.0788";"0.2494";"0.2372";"0.0717";"0.0569";"0.3664";"0.0214";"0";"0.0105";"0.1743";"0.1291";"0.4703";"0.1413";"0.1082";"0.3623";"0.051";"0.0434";"0.0341";"0.111";"0.141";"0.1221";"0.0347"
"e-454153";"Z_5";"20";"sum";"FALSE";"20";"0";"1";"square";"500";"0.0154";"0.0127";"0.0167";"0.0179";"0.0134";"0.0172";"0.0183";"0.0211";"0.0155";"0.016";"0.0173";"0.0128";"0.0248";"0.0213";"0.0182";"0.0196";"0.0239";"0.0172";"0.0273";"0.0226";"0.0212";"0.0239";"0.0206";"0.0175";"0.0363";"0.0291";"0.0241";"0.0237";"0.0387";"0.0352";"0.041"
"k-980207";"Z_4";"3";"product";"FALSE";"3";"0.1";"0.2";"square";"2000";"0.0045";"0.006";"0.0042";"0.0065";"0";"0.003";"0.0036";"0.0051";"0.0028";"0.0045";"0.0067";"2e-04";"0.0047";"0.0046";"0.0038";"0.003";"0.0034";"0.0019";"0.004";"0.0041";"0.003";"0.005";"0.005";"0.0039";"0.006";"0.0033";"0.0035";"0.0021";"0.0052";"0.0064";"0.0045"
"w-894159";"Z_2";"3";"product";"FALSE";"3";"10";"0.2";"log";"2000";"0.761";"0";"0";"0";"0";"0.1866";"0.1591";"1.7534";"0.4966";"0";"0";"0";"0";"0";"0";"0.1387";"0.665";"0.194";"0.1459";"0.2162";"0.0453";"0";"0";"0";"0";"0.1065";"0.1432";"0.2075";"0.0622";"0";"0.1028"
"o-913275";"Z_3";"2";"sum";"FALSE";"2";"0.2";"1";"log";"2000";"0";"0";"0";"3e-04";"0.0986";"2e-04";"0";"0";"0";"0";"0";"0";"0";"0";"0.1569";"0";"2e-04";"0.0117";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.0225";"0";"0";"0"
"f-819265";"Z_4";"20";"sum";"FALSE";"20";"0.5";"5";"log";"2000";"0";"0";"0.0219";"0";"0";"0";"0.0327";"0";"0";"0.0277";"0";"0";"0.0222";"0.0346";"0";"0.0352";"0";"0";"0.0323";"0.0437";"0";"0.0276";"0.0387";"0";"0.0351";"0.0346";"0.0455";"0";"0.0445";"0.0384";"0.0458"
"b-596354";"Z_5";"3";"sum";"FALSE";"3";"0.2";"5";"log";"2000";"1.1319";"1.1744";"1.2487";"0.9678";"0";"1.1729";"1.244";"1.0519";"0";"1.2349";"1.0916";"0";"1.1838";"0";"0";"1.287";"1.0933";"0";"1.2018";"0";"0";"1.1643";"0";"0";"0";"1.2268";"0";"0";"0";"0";"0"
"v-779769";"Z_2";"2";"sum";"TRUE";"2";"5";"1";"log";"2000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"r-939989";"Z_4";"50";"sum";"FALSE";"50";"10";"0";"softplus";"2000";"0.0069";"0.0945";"0.7056";"0.0089";"0.8707";"0.0968";"1.1148";"0.0117";"1.3467";"0.5802";"0.0531";"0.6949";"0.548";"0.2386";"0.6267";"0.2016";"0.0829";"0.5839";"0.5556";"0.3321";"0.9313";"0.9785";"0.256";"1.8804";"0.4259";"0.9424";"0.1391";"1.3005";"0.4173";"0.5011";"0.3058"
"d-750031";"Z_5";"50";"product";"FALSE";"50";"0.2";"5";"log";"2000";"1.9286";"1.8931";"1.9175";"1.8529";"0";"1.8885";"1.9213";"1.8446";"0";"1.9017";"1.8449";"0";"1.857";"0";"0";"1.828";"1.6681";"0";"1.8583";"0";"0";"1.8282";"0";"0";"0";"1.6633";"0";"0";"0";"0";"0"
"f-314627";"Z_6";"20";"sum";"FALSE";"20";"0.1";"0.2";"cubic";"2000";"0.6025";"0.8099";"0.4183";"0.067";"0.1495";"1.2411";"1.0298";"0.4751";"0.621";"1.4767";"0.7085";"0.8141";"0.3412";"1.66";"0.1594";"1.6227";"1.1905";"1.2383";"0.5962";"0.9021";"0.508";"0.7501";"0.7575";"0.7524";"0.501";"1.1756";"1.628";"1.1793";"0.7011";"0.8251";"1.1675"
"b-924310";"Z_3";"2";"product";"TRUE";"2";"1";"1";"log";"2000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"e-385345";"Z_6";"100";"product";"TRUE";"100";"1";"10";"log";"2000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"p-318863";"Z_5";"3";"product";"FALSE";"3";"0.5";"0.1";"square";"2000";"0.8534";"0.8889";"0.8496";"0.857";"0.7657";"0.8968";"0.8562";"0.8642";"0.7735";"0.8917";"0.8993";"0.8095";"0.8598";"0.7659";"0.7761";"0.9009";"0.9065";"0.8177";"0.8659";"0.773";"0.7834";"0.9012";"0.8099";"0.8194";"0.7761";"0.9099";"0.8191";"0.827";"0.7828";"0.8197";"0.8282"
"k-144230";"Z_5";"50";"sum";"FALSE";"50";"2";"1";"log";"2000";"0.1846";"0.1913";"0.1317";"1.6591";"0.2234";"0.9471";"1.7856";"0.4896";"0.2176";"1.0615";"1.6671";"0.2216";"0.055";"0.224";"0.2203";"1.768";"1.4375";"0.2133";"0.5068";"0.2514";"0.2172";"0.3267";"0.2366";"0.2199";"0.2271";"0.4722";"0.249";"0.213";"0.2553";"0.2404";"0.253"
"b-559413";"Z_6";"3";"product";"TRUE";"3";"0";"10";"log";"2000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"y-578807";"Z_3";"20";"product";"TRUE";"20";"1";"1";"square";"2000";"0";"0";"0";"1.5645";"0";"0.0134";"0";"0";"0";"0";"0";"0";"0";"0";"0.0033";"0.0148";"0.0336";"0.0016";"0";"0";"0.0178";"0";"0.0097";"7e-04";"0.008";"0.0258";"0.0035";"0.0251";"0.032";"0.0018";"0.0948"
"x-238480";"Z_6";"100";"product";"TRUE";"100";"0.1";"0.1";"log";"2000";"0.6167";"0.4345";"1.5523";"1.7678";"0.4387";"0.7734";"1.4991";"1.6489";"0.7404";"1.4833";"1.7037";"1.2683";"1.8033";"0.2379";"1.0688";"1.5151";"1.656";"1.2554";"1.7705";"0.2209";"1.6833";"1.7515";"0.2282";"1.9507";"0.8436";"1.7685";"0.2343";"1.9132";"0.8312";"0.8381";"0.8212"
"f-258295";"Z_4";"100";"sum";"FALSE";"100";"0.2";"1";"log";"2000";"0";"0";"0.0195";"0";"0";"9e-04";"0.0162";"0";"0";"0.0121";"0";"0";"0.0195";"0.0193";"0";"0.0116";"0.001";"3e-04";"0.0162";"0.0156";"0";"0.0121";"0.011";"0";"0.0188";"0.0116";"0.0104";"0";"0.0153";"0.01";"0.0093"
"w-811095";"Z_1";"5";"product";"FALSE";"5";"0.1";"1";"log";"2000";"0";"0";"0";"1.8285";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"y-657160";"Z_2";"5";"sum";"FALSE";"5";"1";"1";"square";"2000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"w-446309";"Z_2";"2";"sum";"FALSE";"2";"1";"10";"cubic";"2000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"b-779879";"Z_6";"50";"product";"TRUE";"50";"0";"0.2";"log";"2000";"1.5026";"1.5735";"0.8267";"1.0157";"0.3385";"1.2902";"0.8912";"1.3287";"0.5268";"0.8992";"1.2712";"1.4486";"0.8203";"1.377";"0.7572";"0.9023";"1.1875";"0.8716";"0.8769";"1.3614";"0.6778";"0.8887";"1.3869";"0.2573";"1.3039";"0.8904";"1.4828";"0.7331";"1.2847";"1.2759";"1.276"
"l-253532";"Z_2";"2";"product";"TRUE";"2";"2";"2";"softplus";"2000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1e-04";"0";"0.0013";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4e-04";"0.0013";"0.0013";"0";"0";"0";"0";"0";"0.0014";"0"
"o-382744";"Z_4";"20";"sum";"TRUE";"20";"10";"0.5";"log";"2000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"w-386859";"Z_2";"3";"product";"TRUE";"3";"0.1";"0.2";"square";"2000";"0.001";"0.0405";"0.0423";"0.0503";"0.0421";"9e-04";"0.001";"9e-04";"0.001";"0.0406";"0.0483";"0.0602";"0.0505";"0.0422";"0.0502";"9e-04";"8e-04";"0.0052";"9e-04";"0.001";"9e-04";"0.0484";"0.0604";"0.0719";"0.0504";"8e-04";"0.0052";"0.0043";"9e-04";"0.0721";"0.0042"
"v-729100";"Z_5";"10";"product";"FALSE";"10";"5";"10";"softplus";"2000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1e-04";"0";"0";"0";"0"
"f-930783";"Z_1";"100";"sum";"TRUE";"100";"0.2";"5";"square";"2000";"0.1218";"0.027";"0.0279";"0.0294";"0.0254";"0.0669";"0.1233";"0.1183";"0.0839";"0.0276";"0.027";"0.0262";"0.0279";"0.0244";"0.0254";"0.0491";"0.0671";"0.0786";"0.1197";"0.0954";"0.0892";"0.0276";"0.0272";"0.0262";"0.0244";"0.0496";"0.0502";"0.0755";"0.0947";"0.0272";"0.0509"
"z-874833";"Z_2";"3";"product";"FALSE";"3";"5";"1";"square";"2000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"f-381386";"Z_3";"20";"sum";"FALSE";"20";"2";"0";"square";"2000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"t-665333";"Z_2";"100";"product";"TRUE";"100";"5";"5";"log";"2000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"r-498825";"Z_5";"100";"sum";"FALSE";"100";"0";"0";"square";"2000";"1.8051";"1.8028";"1.8094";"1.8389";"1.7935";"1.799";"1.8151";"1.8417";"1.7933";"1.8107";"1.8414";"1.7886";"1.8477";"0.8387";"1.8297";"1.8118";"1.8374";"1.7772";"1.854";"0.9095";"1.8296";"1.8512";"0.8712";"1.8267";"1.0389";"1.8516";"0.9127";"1.8166";"1.1018";"1.0869";"1.1024"
